"","deviance"
"LOC107997998",54333.725445691
"LOC107998033",29412.865865462
"LOC107998019",7909.10486401207
"LOC107997664",53228.364319001
"LOC108001968",50912.2923562874
"LOC108001966",53221.2387144445
"LOC107997422",42069.7729416857
"LOC107997887",45496.2220461903
"LOC107997828",57866.9249420522
"LOC107997844",58560.9921875219
"LOC107997554",43688.8725771671
"LOC107997506",62068.811175714
"LOC107997456",53347.6498079243
"LOC107997540",48552.1503950754
"LOC107997531",19352.321685907
"LOC108002579",45415.6865671689
"LOC107997856",41244.4161519321
"LOC107997871",29001.1646749377
"LOC107997900",13071.5541680947
"LOC107997914",52581.3762583284
"LOC107997572",50866.8335327442
"LOC107997561",65419.9153118017
"LOC107997926",48765.2628471379
"LOC107997934",43648.4918631074
"LOC107997946",61073.093945011
"LOC107997721",2769.47790974165
"LOC107997677",1311.85661282909
"LOC114577481",665.695152133269
"LOC133665668",1704.90790067401
"LOC133665669",429.771148184997
"LOC108001828",105801.679314202
"LOC108001829",4993.4152708139
"LOC108001769",20045.6909964355
"LOC108001755",24607.9703075964
"LOC108001810",50670.6612209335
"LOC108001776",33072.7761299222
"LOC108001816",60275.9406411643
"LOC108001761",45063.4406929088
"LOC108001777",13845.9732788334
"LOC108001760",31182.1891415887
"LOC108001774",11585.9715747763
"LOC108001834",61300.6182424959
"LOC108001849",66192.6361059684
"LOC108001854",44731.5728629187
"LOC108001853",20581.1395200523
"LOC108001784",64634.2240762701
"LOC133665685",1200.39425557004
"LOC108001785",8240.44828210494
"LOC133665693",870.921039404348
"LOC133665691",2513.29407183241
"LOC108001804",13994.0452472714
"LOC114578048",757.53092497161
"LOC108001808",21043.4828637091
"LOC133665690",3640.43716848472
"LOC133665692",5777.86351766658
"LOC108001806",2549.00451418566
"LOC108001807",475.010612060509
"LOC133665688",2294.61470060154
"LOC108001825",39616.063149391
"LOC108001824",52963.7455480379
"LOC108001789",56947.6319566204
"LOC108001786",56052.09063843
"LOC108001793",11697.597774452
"LOC133665705",4737.51497664498
"LOC108001790",12633.5807240971
"LOC108001788",30814.6198743928
"LOC108001852",50333.0236268915
"LOC108001794",76358.0443120328
"LOC108001797",4910.03959496547
"LOC108001795",4453.80283693434
"LOC108001798",4590.734578689
"LOC133665646",939.634128429648
"LOC108001765",46340.0630754871
"LOC108001833",82345.2657968524
"LOC108001843",36388.5177791307
"LOC133665597",25372.1879552207
"LOC108001778",21825.3453112391
"LOC108001767",34802.1715722823
"LOC108001756",38565.5085227223
"LOC108001847",43266.8056726683
"LOC107998052",51320.1682281238
"LOC108001842",13792.858157891
"LOC107998051",50837.5902845005
"LOC133665721",3057.1920345958
"LOC108001841",25386.2941414678
"LOC108001839",7886.62240630588
"LOC108001850",61793.3418479958
"LOC108001757",1400.73827520792
"LOC108001860",30812.7246468897
"LOC108001770",36012.9514063858
"LOC108001775",9002.1400545229
"LOC108001826",56523.4356165316
"LOC108001827",82387.455806979
"LOC108001851",7041.10432016389
"LOC108001763",3905.27261983713
"LOC108001802",14479.1405162088
"LOC108001800",53984.8397653159
"LOC108001803",48527.4670568499
"LOC108001773",33247.9908263669
"LOC108001758",48264.0059519857
"LOC108001836",33977.8300073759
"LOC108001837",47334.3952462945
"LOC108001848",47839.2754598554
"LOC108001856",30506.7889079202
"LOC108001844",27350.9709696265
"LOC108001772",37569.7702206086
"LOC108001768",69783.2011095455
"LOC108001855",75586.6218328278
"LOC108001766",33026.0724616795
"LOC108001838",48444.2095107612
"LOC108001820",59370.4936162862
"LOC108001823",27954.0890264977
"LOC108001822",34532.4248022333
"LOC108001858",22208.0912443454
"LOC108001859",61130.6309742003
"LOC108001812",22892.4996228002
"LOC108001813",47053.1482704794
"LOC108001814",39152.7824160522
"LOC114578052",3191.69129533599
"LOC108001764",5383.64345495969
"LOC108001845",58793.1357968026
"LOC114578051",318.703614899452
"LOC114578053",9046.50814473566
"LOC108001861",22563.7926372593
"LOC107999832",383.358156769413
"LOC108001780",20023.9734440756
"LOC107994297",40988.3284209027
"LOC108001759",36702.7119801668
"LOC108001831",51234.2953540474
"LOC108001832",58022.6720937432
"LOC108001819",41942.953350262
"LOC108001818",33851.4677510753
"LOC108001817",46225.5310383029
"LOC133665797",2114.75776943518
"LOC133665800",48137.3893166693
"LOC108001648",56500.6147299747
"LOC114578026",4929.84026742143
"LOC108001593",5852.10767137343
"LOC108001649",55139.3049680062
"LOC108001620",21523.1679730603
"LOC108001630",10407.7407572562
"LOC108001628",123314.429800172
"LOC133665853",24039.2982657639
"LOC133665847",54897.1925062952
"LOC108001629",6224.65348422457
"LOC133665849",63406.9688552208
"LOC108001596",1595.46258718953
"LOC108001636",51557.3787381591
"LOC108001637",59134.9857172247
"LOC108001656",56277.8776375882
"LOC133665850",19938.4513466651
"LOC108001654",51504.0669265675
"LOC108001651",7508.15612138698
"LOC108001594",30466.6168880408
"LOC108001603",53004.1505455447
"LOC114578021",28945.840836075
"LOC108001655",7536.05997461285
"LOC107993136",44519.5241978828
"LOC108001643",92300.3541223609
"LOC133666801",20446.065375123
"LOC114578023",8698.21215676488
"LOC108001600",39883.0707642795
"LOC108001639",26592.5686675834
"LOC114578029",3487.9911604484
"LOC108001638",47222.6145528251
"LOC108001599",21776.9347156072
"LOC108001632",2206.90901954021
"LOC108001634",17926.2742215642
"LOC108001633",502.3421697925
"LOC108001635",9597.59831246078
"LOC108001595",47913.3805486032
"LOC108001621",21803.0677867738
"LOC108001597",24569.7648283394
"LOC108001619",355407.187409305
"LOC108001618",51659.3176767809
"LOC108001617",56189.351543886
"LOC108001616",9813.5189347032
"LOC133665950",7464.73376609742
"LOC108001612",419.864517933357
"LOC108001614",2853.54135123179
"LOC133665955",4647.97968808996
"LOC108001610",38394.9530728316
"LOC108001615",21885.4511880648
"LOC108001607",56216.0104596359
"LOC133665954",2043.39772744846
"LOC108001609",44989.0744230927
"LOC108001606",45243.5640521974
"LOC108001605",45602.5075226646
"LOC108001591",56194.9664166544
"LOC108001604",59360.7844853998
"LOC108001631",764814.479825502
"LOC108001659",10254.2493701624
"LOC108001650",7797.66848596301
"LOC133665970",4404.16752458354
"LOC108001598",49141.2013798779
"LOC108001622",5358.85190292478
"LOC108001590",8953.09132689867
"LOC108001624",972.229142814102
"LOC108001589",845.246439904884
