"","size_factors"
"2058",1.76290244251203
"2059",1.58118853762282
"2060",0.923218957418877
"2061",1.7218692624327
"2062",1.1979303826701
"2063",1.62701811708878
"2064",1.54855598572151
"2065",1.64577565629571
"2066",1.66518994930228
"2067",1.73255444133634
"2068",1.52160357487124
"2069",1.58079394274076
"2070",1.6483244489591
"2071",1.72645675900769
"2072",1.08673854257682
"2073",1.68372666389056
"2074",1.74278882982404
"2075",1.04317948975622
"2076",1.67643322292196
"2077",1.5968449864457
"2078",1.82648671306592
"2079",1.69602647722599
"2080",1.70219360318874
"2081",1.8130485750778
"2082",1.57020666837475
"2083",1.61836771630658
"2084",1.68625886046567
"2085",1.17780734196994
"2086",1.70918644134931
"2087",1.47857314073766
"2088",1.54123297565833
"2089",1.53396436160949
"2090",1.57012530608179
"2091",1.6305127997485
"2092",1.52357104783673
"2093",1.15665855050283
"2094",1.56706317448928
"2095",1.31589534113206
"2096",1.6279875430646
"2097",1.63670777594481
"2098",1.42798509531406
"2099",1.50114441147022
"2100",1.63764174175024
"2101",1.72175314327293
"2102",1.50897954917482
"2103",1.92108792942666
"2104",1.56928766089053
"2105",1.68422489902779
"2106",1.52843948063344
"2107",1.58224384731808
"2108",1.51415274283221
"2109",1.72049951644831
"2110",1.19894071268047
"2111",1.561420745029
"2112",1.57216298626523
"2113",1.59466297436825
"2114",1.83748676155999
"2115",1.7646290025962
"2116",1.67562731893873
"2117",1.49468046065486
"2118",1.65250511494214
"2119",1.47733724968055
"2120",1.64303076953447
"2121",1.17627813958612
"2122",1.667617437762
"2123",1.46762065637898
"2124",1.71759033221405
"2125",1.65481221256523
"2126",1.83830598865292
"2127",1.55320892613321
"2128",1.72783276573384
"2129",1.68450170615958
"2130",1.48847305709717
"2131",1.73690349862544
"2132",1.46372158124337
"2133",1.64863242908624
"2134",1.42933965232768
"2135",1.68743743105515
"2136",1.57160606914179
"2137",1.57320464758723
"2138",1.60018608423397
"2139",1.77569192377442
"2140",1.43564531226088
"2141",1.54811310798755
"2142",1.38084510294367
"2143",1.61568742528739
"2144",1.42329556502161
"2145",1.73165672592863
"2146",1.60179464702827
"2147",1.5982109534622
"2148",1.76608616480073
"2149",1.1109124044714
"2150",1.60625193670283
"2151",1.54469976241774
"2152",1.50225156107416
"2153",1.65477070431912
"2154",1.44641591496127
"2155",1.88907869263154
"2156",1.65604379554821
"2157",1.71651795347893
"2158",1.1630139169933
"2159",1.53855789745846
"2160",1.18512247661945
"2161",1.46505009550914
"2162",1.60951625125442
"2163",1.60923749755143
"2164",1.59851457463792
"2165",1.64574100030342
"2166",1.65645286085022
"2167",1.61234929604715
"2168",1.60029521200274
"2169",1.48551726112481
"2170",1.4437479008748
"2171",1.53702732978834
"2172",1.47929444531804
"2173",1.54837811495222
"2174",1.62666136844965
"2175",1.69008992135771
"2176",1.04235002389188
"2177",1.6108680883011
"2178",1.76754814307676
"2179",1.50117931521358
"2180",1.67396272021625
"2181",1.47956889572657
"2182",1.75714608753057
"2183",1.27845131160276
"2184",1.62761839779151
"2185",1.8359732734941
"2186",1.22346045623283
"2187",1.68370013653107
"2188",1.78110068991041
"2189",1.62464692717588
"2190",1.57848552752313
"2191",1.79085807382121
"2192",1.6540733628187
"2193",1.5350637172744
"2194",1.59117214324886
"2195",1.03192949837146
"2196",1.75379997360214
"2197",1.64655852587835
"2198",1.6152319365426
"2199",1.4249515061079
"2200",1.60662003198438
"2201",1.56043394555163
"2202",1.54000835714185
"2203",1.64905410799704
"2204",1.66588576546105
"2205",1.77651205948309
"2206",1.0532068379043
"2207",1.61744438354563
"2208",1.49300123900728
"2209",1.67186366241292
"2210",1.72118371581478
"2211",1.87241314508861
"2212",1.2224879474509
"2213",1.49510208690111
"2214",1.6946328816329
"2215",1.62371844769218
"2216",1.71303271362529
"2217",1.72805559050563
"2218",1.55859845073055
"2219",1.51796036066238
"2220",1.64695678916912
"2221",1.62227976704855
"2222",1.65367595858691
"2223",1.61410473184758
"2224",1.72122742333721
"2225",1.73216880681972
"2226",1.63360775793984
"2227",1.51039127401086
"2228",1.09621106370483
"2229",1.57280373885947
"2230",1.63617333432773
"2231",1.60164099494907
"2232",1.52994279271043
"2233",1.71654026658049
"2234",1.7413189889139
"2235",1.51366871315136
"2236",1.70479912695774
"2237",1.51430349423194
"2238",1.72144939013345
"2239",1.60007738975683
"2240",1.10901302080723
"2241",1.64747365570874
"2242",1.76146085941933
"2243",1.64808941767734
"2244",1.5434682705682
"2245",1.66109219258892
"2246",1.71449183502909
"2247",1.62164133398641
"2248",1.66068090073144
"2249",1.22091155077166
"2250",1.61411046455563
"2251",1.50813735527753
"2252",1.62559142829527
"2253",1.40352540060308
"2254",1.60195916845569
"2255",1.49529309305818
"2256",1.49071269822081
"2257",1.39809358626372
"2258",1.38619260373187
"2259",1.37481971649628
"2260",1.50711546332249
"2261",1.72233192237655
"2262",1.61505040900797
"2263",1.82703503349579
"2264",1.65491684837202
"2265",1.71985519486871
"2266",1.35126491336066
"2267",1.4818950166187
"2268",1.68872127436151
"2269",1.60082173243534
"2270",1.68258121423507
"2271",1.66249919704814
"2272",1.60758021491192
"2273",1.66191086987347
"2274",1.79160283197837
"2275",1.49913638202261
"2276",1.65639532271363
"2277",1.60648129620731
"2278",1.47084852425547
"2279",1.4140952572318
"2280",1.56339402600021
"2281",1.58215421596241
"2282",1.60862441355985
"2283",1.43112106051247
"2284",1.56514642967668
"2285",1.6025470172459
"2286",1.6892909904139
"2287",1.62106437428577
"2288",1.64653359723152
"2289",1.47232848273369
"2290",1.07827518362086
"2291",1.7397494002467
"2292",1.63334637056651
"2293",1.36227539768641
"2294",1.19661834355118
"2295",1.75799857817414
"2296",1.88926759401412
"2297",1.01164440824517
"2298",1.67788160484473
"2299",1.6128964009526
"2300",1.84703516199929
"2301",1.09013670094383
"2302",1.68170548750007
"2303",1.50659864473816
"2304",1.46723847910621
"2305",1.51057471281139
"2306",1.6901947873835
"2307",1.66738382908827
"2308",1.68930599596233
"2309",1.51845443325693
"2310",1.50674726738452
"2311",1.69955016024309
"2312",1.83727711712285
"2313",1.17139682981864
"2314",1.59880494283711
"2315",1.07452577502332
"2316",1.53887793751407
"2317",1.72227807966941
"2318",1.64001954410085
"2319",1.6655938546189
"2320",1.62606520741112
"2321",1.51886564631363
"2322",1.64430622720402
"2323",1.69996685898418
"2324",1.68258310434573
"2325",1.48689466122781
"2326",1.62555750709587
"2327",1.44792077770527
"2328",1.60965401640888
"2329",1.65768157128755
"2330",1.77380600258819
"2331",1.77558339309016
"2332",1.61808891070743
"2333",1.13613525138315
"2334",1.63621114087418
"2335",1.65016973732847
"2336",1.49147801844137
"2337",1.62039559415197
"2338",1.69371905080827
"2339",1.59527795627733
"2340",1.6604099366401
"2341",1.45016183774787
"2342",1.41346986938137
"2343",1.65095261837759
"2344",1.56511276062225
"2345",1.6284426226484
"2346",1.64533142991865
"2347",1.54438927141116
"2348",1.11163962298964
"2349",1.53773097122287
"2350",1.77554513292019
"2351",1.79320666883349
"2352",1.57649880294019
"2353",1.49573955467153
"2354",1.46619181311102
"2355",1.74729461207851
"2356",1.77668333401954
"2357",1.60221283131741
"2358",1.39649526880273
"2359",1.5338481770212
"2360",1.47266875319958
"2361",1.61508821322573
"2362",0.972070320327857
"2363",1.53792565024674
"2364",1.72856967983405
"2365",1.46705689956115
"2366",1.62640780752572
"2367",1.65136113893602
"2368",1.75915699115186
"2369",1.67241353383661
"2370",1.82371711028552
"2371",1.79452419792706
"2372",1.77696010190896
"2373",1.5888610099235
"2374",1.72413106503138
"2375",1.55695638802603
"2376",1.69898297152347
"2377",1.55187103762668
"2378",1.79652739267958
"2379",1.56079534617826
"2380",1.51346501599582
"2381",1.40325708326822
"2382",1.66053847451289
"2383",1.63286666225371
"2384",1.54828356578255
"2385",1.63617111940991
"2386",1.63561349946452
"2387",1.51136484963038
"2388",1.7158775926565
"2389",1.68928607789134
"2390",1.73528065403484
"2391",1.63917041526755
"2392",1.66506966997502
"2393",1.66354825363159
"2394",1.57933274502931
"2395",1.67562131461152
"2396",1.47093758152277
"2397",1.69256206878173
"2398",1.65887540204214
"2399",0.562120204010766
"2400",1.48628002779833
"2401",1.67796457577592
"2402",0.830746371189084
"2403",1.73261305122766
"2404",1.61992679331284
"2405",1.65827965442677
"2406",1.42788320572441
"2407",1.61349604088175
"2408",1.5967864468602
"2409",1.66035683479261
"2410",1.69477063488777
"2411",1.73826118390277
"2412",1.59934061489735
"2413",1.68841512250112
"2414",1.67777732448843
"2415",1.43994047624382
"2416",1.16273007116456
"2417",1.59424714480012
"2418",1.60467930851654
"2419",1.66520283915877
"2420",1.63200386675829
"2421",1.59966967392791
"2422",1.59216918979914
"2423",1.66360459978145
"2424",1.64874551588755
"2425",1.67290266661179
"2426",1.61211767882877
"2427",1.84387373795007
"2428",1.79751438626346
"2429",1.6093480550909
"2430",1.63296834758933
"2431",1.64141069845228
"2432",1.64434510852165
"2433",1.63539041832003
"2434",1.49462199950189
"2435",1.68963123378184
"2436",1.47333740856562
"2437",1.60792749915215
"2438",1.64218823481278
"2439",1.396611892247
"2440",1.70916173197323
"2441",1.68419310406908
"2442",1.64156702911851
"2443",1.66866700989864
"2444",1.68652171232243
"2445",1.64159346818477
"2446",1.59061568808195
"2447",1.63370717626891
"2448",1.652791341607
"2449",1.0210705980806
"2450",1.63817109747763
"2451",1.73668203857651
"2452",1.65539524183985
"2453",1.63711067780438
"2454",1.47170638424062
"2455",1.74756997317346
"2456",1.59720269635775
"2457",1.66060818042504
"2458",1.62867127138347
"2459",1.64167656608439
"2460",1.09800723465189
"2461",1.67505556405612
"2462",1.65014357602368
"2463",1.7832157919323
"2464",1.62735474353433
"2465",1.69892989396528
"2466",1.61057334984418
"2467",1.7427771087801
"2468",0.933818280196058
"2469",1.64216154702217
"2470",1.70689992796241
"2471",1.58676333234052
"2472",1.54698996934814
"2473",1.70745194291186
"2474",0.510403162301375
"2475",1.67194551470103
"2476",1.74763703099903
"2477",1.71951671534017
"2478",1.49278825731678
"2479",1.72470150252896
"2480",1.67417598429653
"2481",1.77477130488949
"2482",1.14449579435536
"2483",1.56080478671406
"2484",1.40924869109435
"2485",1.49559942150935
"2486",1.56873454188176
"2487",1.50923044792943
"2488",1.67012120032999
"2489",1.67999517646185
"2490",1.59765511601179
"2491",1.61302077428381
"2492",1.7150610274297
"2493",1.50445478732197
"2494",1.80446830732972
"2495",1.76381170679589
"2496",1.72676548460627
"2497",1.46108885110777
"2498",1.46516126099757
"2499",1.62416567370091
"2500",1.69714722176578
"2501",1.64869942599692
"2502",1.72817917173901
"2503",1.68165504928229
"2504",1.09414662140285
"2505",1.76001684428912
"2506",1.62455648049026
"2507",1.61507349429628
"2508",1.06272251651665
"2509",1.60045883921162
"2510",1.68101363681665
"2511",1.53433573857231
"2512",1.53056802988372
"2513",1.59616212075608
"2514",1.13967455564684
"2515",1.62133236935106
"2516",1.66118130107264
"2517",1.68308385455755
"2518",1.64992660798712
"2519",1.66099115924857
"2520",1.59870574078764
"2521",1.74044066934067
"2522",1.56938646773828
"2523",1.68916648658146
"2524",1.56819394450451
"2525",1.63196948004966
"2526",1.60958444616716
"2527",1.5488946305458
"2528",1.7167451020682
"2529",1.63341814607316
"2530",1.63545048767593
"2531",1.90024451521498
"2532",1.62343646007546
"2533",1.71257016527935
"2534",1.67694128210681
"2535",1.72380942762022
"2536",1.67788415376933
"2537",1.23811571832171
"2538",1.46414508065996
"2539",0.760036842888109
"2540",1.65723831955107
"2541",1.51345341839634
"2542",1.80388643704229
"2543",1.73184695220146
"2544",1.67759968277455
"2545",1.67002539519921
"2546",1.57537588670601
"2547",1.83670649334537
"2548",1.0961322572905
"2549",1.47321855282319
"2550",1.71184139919317
"2551",1.47926463356033
"2552",1.75809420989034
"2553",1.72411730436647
"2554",1.70669667386302
"2555",1.61437697106579
"2556",1.70291251420959
"2557",1.76064636659128
"2558",1.58812242270626
"2559",1.80151585980904
"2560",1.54231602219534
"2561",1.67568088828905
"2562",1.56573492926287
"2563",1.01062413595953
"2564",0.994743051956702
"2565",1.58700240853487
"2566",1.00687318121045
"2567",1.70914682702717
"2568",1.19044601335256
"2569",1.70459861825507
"2570",1.57367255180394
"2571",1.65579250743676
"2572",1.47662560718095
"2573",1.44694099135744
"2574",1.62106243422807
"2575",1.62388999902798
"2576",1.82123585332664
"2577",0.552881568594456
"2578",1.71359765738323
"2579",1.55685547254677
"2580",1.7047078473387
"2581",1.56529172793212
"2582",1.66526446537727
"2583",1.68688742695665
"2584",1.79760674749003
"2585",1.4761859582517
"2586",1.64699943342546
"2587",1.43775338857005
"2588",1.64622027064382
"2589",1.67334921817427
"2590",1.48719845191806
"2591",1.57179585762819
"2592",1.63961964304506
"2593",1.66470735874803
"2594",1.43507116497013
"2595",1.61260612378674
"2596",1.60767524523326
"2597",1.70190815751099
"2598",1.82912964489791
"2599",1.73244248445169
"2600",1.66226184338546
"2601",1.65274968720994
"2602",1.28378524125107
"2603",1.64658789555204
"2604",1.68752947045849
"2605",1.7258433554292
"2606",1.51773910672946
"2607",1.63909175544695
"2608",1.76679326520191
"2609",1.77311548526805
"2610",1.38831262301732
"2611",1.64982641736406
"2612",1.06620812037859
"2613",1.69892697793018
"2614",1.05340385372282
"2615",1.75886173559062
"2616",1.6697866767295
"2617",1.49947625987716
"2618",1.68377999129256
"2619",1.66388348319655
"2620",1.38055263829062
"2621",1.51147376967497
"2622",1.02201947821614
"2623",1.56918671017445
"2624",1.61502841740013
"2625",1.80167246333495
"2626",1.44019694350383
"2627",1.67714321488571
"2628",1.59296280067479
"2629",1.63694380445278
"2630",1.56950947891359
"2631",1.60137728648487
"2632",1.64618058893769
"2633",1.57896680653313
"2634",1.5393163820739
"2635",1.72627801655308
"2636",1.69163506635035
"2637",1.72444729161049
"2638",1.37580809073632
"2639",1.74924375666945
"2640",1.59159025019719
"2641",1.65942303922175
"2642",1.35959695083896
"2643",1.4236141230947
"2644",1.13275883678028
"2645",1.71881743404344
"2646",1.53810160059425
"2647",1.08255875000605
"2648",1.36690472513808
"2649",1.63316392172057
"2650",1.72792739680434
"2651",1.64101068551327
"2652",1.52576590440872
"2653",1.38659133922216
"2654",1.62295959117397
"2655",1.65576259026988
"2656",1.77851202308008
"2657",1.57839814811639
"2658",1.61113401933707
"2659",1.55296742462571
"2660",1.22096565047651
"2661",1.55789527003969
"2662",1.53229365751855
"2663",1.49788044931916
"2664",1.71025748039175
"2665",1.45534481924314
"2666",1.64013938230478
"2667",0.987439889770186
"2668",1.73658023815829
"2669",1.19836056552737
"2670",1.76729116779733
"2671",1.72173797124736
"2672",1.57921667664353
"2673",1.12667725757229
"2674",1.69970922160208
"2675",1.63580952598798
"2676",1.60908630858921
"2677",1.70997703532854
"2678",1.60574386174865
"2679",1.64378539031914
"2680",1.81373616043412
"2681",1.73338616043091
"2682",1.60935957607957
"2683",1.41790926877247
"2684",1.68567890523388
"2685",1.5999501556417
"2686",1.59436177756867
"2687",1.63163690122545
"2688",1.7737445792114
"2689",1.70340331961897
"2690",1.66181739259724
"2691",1.7650217398651
"2692",1.45944075093027
"2693",1.69558091522182
"2694",1.48264032404106
"2695",1.42675176648464
"2696",1.7100041734321
"2697",1.5846444023004
"2698",1.5231052854617
"2699",1.66661501698994
"2700",1.71691512788406
"2701",1.83420634947496
"2702",1.47809162373149
"2703",1.56796054527083
"2704",1.65815114586995
"2705",1.62783120632732
"2706",1.77583710440406
"2707",1.59953879265964
"2708",1.70803481105457
"2709",1.51666325102174
"2710",1.57894788881662
"2711",1.4813480031573
"2712",1.59791002739841
"2713",1.76183982340175
"2714",1.62719482818271
"2715",1.49827513989064
"2716",1.83146838579406
"2717",1.72892705654905
"2718",1.72180876038923
"2719",1.62705627158662
"2720",1.62814834918521
"2721",1.60272299917003
"2722",1.57107317553856
"2723",1.65570447451973
"2724",1.61323532170831
"2725",1.56169542692507
"2726",1.52474468858574
"2727",1.72127203521856
"2728",1.50147308067327
"2729",1.61101971470425
"2730",1.44174682760015
"2731",1.74273351737661
"2732",1.80890444074169
"2733",1.66712729796765
"2734",1.60944122274314
"2735",1.6655046755887
"2736",1.48486574548522
"2737",1.66313477083485
"2738",1.48299526561076
"2739",1.58158356761575
"2740",1.77588488572643
"2741",1.52218280335594
"2742",1.65743394589105
"2743",1.72349959138041
"2744",1.6558562293968
"2745",1.67087031041145
"2746",1.45972396426911
"2747",1.65637982996119
"2748",1.58614314826421
"2749",1.81752585655114
"2750",1.52412332585027
"2751",1.67644777219109
"2752",1.63811922886521
"2753",1.66974487691429
"2754",1.83492082728269
"2755",1.0125838161911
"2756",1.41842225535637
"2757",1.6131096582007
"2758",1.77102175765591
"2759",1.4868343460558
"2760",1.49832480575184
"2761",1.68148695650801
"2762",1.55124501853373
"2763",1.55639174613855
"2764",1.58449415927726
"2765",1.14614773324403
"2766",1.69368628742025
"2767",1.64584901091416
"2768",1.63737818046452
"2769",1.76851297034081
"2770",1.84815939701634
"2771",1.61562347414788
"2772",1.75911656580271
"2773",1.59882946353237
"2774",1.6909470994375
"2775",1.47331022331515
"2776",1.0348476499414
"2777",0.990913846287427
"2778",1.62363128336225
"2779",1.48608014650441
"2780",1.63146361189282
"2781",1.6836154799348
"2782",1.60119096333285
"2783",1.17434384069862
"2784",1.63352381328726
"2785",1.72667826556207
"2786",1.6185505704736
"2787",0.991960537656365
"2788",1.63205699513591
"2789",1.05615422426007
"2790",1.69020148872326
"2791",1.61000251267246
"2792",1.68295826088397
"2793",1.69928124870437
"2794",1.56127471355713
"2795",1.63317795204298
"2796",1.50983851170329
"2797",1.40176962135379
"2798",1.56401950301595
"2799",1.63914056881081
"2800",1.42923576648991
"2801",1.56644837421604
"2802",1.69047901041164
"2803",1.6406390744642
"2804",1.69026076962641
"2805",1.47695959161093
"2806",1.5383420208555
"2807",1.18149875537496
"2808",1.7902797462444
"2809",1.53550227451377
"2810",1.51046820485735
"2811",1.44947742438032
"2812",1.62127023668098
"2813",1.55350150105142
"2814",1.73216791981835
"2815",1.05773917466139
"2816",1.55281680113959
"2817",1.17727808233788
"2818",1.66985176998056
"2819",0.991959225793266
"2820",1.19336005139486
"2821",1.56422439617783
"2822",1.61765590734578
"2823",1.32547349350672
"2824",1.73559563033002
"2825",1.49480059658246
"2826",1.05971637066582
"2827",1.63338821758314
"2828",1.72729161350766
"2829",1.51700288833995
"2830",1.49921305080717
"2831",1.47860007293275
"2832",1.55245367590748
"2833",1.69957790810668
"2834",1.7728180437926
"2835",1.5604390642605
"2836",1.64216859521736
"2837",1.45578240138225
"2838",1.72570196628957
"2839",1.46626735126749
"2840",1.59257602512835
"2841",1.7739372384049
"2842",1.59586946593778
"2843",1.0209496203216
"2844",1.45591625620717
"2845",1.68363132830879
"2846",1.57274039922932
"2847",1.13826542432189
"2848",1.39329651339457
"2849",1.52578857868191
"2850",1.70076062502739
"2851",1.6953214644772
"2852",1.62010497492939
"2853",1.45347210713345
"2854",1.60559599522061
"2855",1.34619762986664
"2856",1.64556251314664
"2857",1.59113320861271
"2858",1.57112956062375
"2859",1.6425414735146
"2860",1.54590028276999
"2861",1.65478958889445
"2862",1.70643036594118
"2863",1.64154459449009
"2864",1.5140519536864
"2865",1.66674682511422
"2866",1.07015173120375
"2867",1.70334516894964
"2868",1.74326716241872
"2869",1.58889249672842
"2870",1.76230322990311
"2871",1.68999098970217
"2872",1.55347375608671
"2873",1.59623641258091
"2874",1.81068027294056
"2875",1.58817551730518
"2876",1.49297053010966
"2877",1.73152235861317
"2878",1.55641288490301
"2879",1.64154393265492
"2880",1.73451648117611
"2881",1.63866247785438
"2882",1.15691354798247
"2883",1.98094490876405
"2884",1.5921452985356
"2885",1.70551352601282
"2886",1.59868070533445
"2887",1.04895145363877
"2888",1.70469117063659
"2889",1.66061749685466
"2890",1.20229397929036
"2891",1.72635862538396
"2892",1.79400877207374
"2893",1.47881461723366
"2894",1.06516886962075
"2895",1.73995206964559
"2896",1.65870859477565
"2897",1.59026837642981
"2898",1.38295742398032
"2899",1.3624634875518
"2900",1.72338752386416
"2901",1.81692653772924
"2902",1.66381678632628
"2903",1.44429587930436
"2904",1.66252691253788
"2905",1.39689738553628
"2906",1.45482091475034
"2907",1.11179320247481
"2908",1.77949145787367
"2909",1.72901969673608
"2910",1.08308117936823
"2911",1.75053911882451
"2912",1.72064296682782
"2913",1.64086435896366
"2914",1.68125614157663
"2915",1.63374217744663
"2916",1.32645828606637
"2917",1.47947836502977
"2918",1.4970105199689
"2919",1.73080112748035
"2920",1.71487596917208
"2921",1.21005588943774
"2922",1.63908269157006
"2923",1.15313919412608
"2924",1.80290656230584
"2925",1.72569104907688
"2926",1.63050182538974
"2927",1.635572969646
"2928",1.1723758124199
"2929",1.17706398631423
"2930",1.55440286188985
"2931",1.6586879481615
"2932",1.57573211167332
"2933",1.69531319522099
"2934",1.7035054939482
"2935",1.47951601568597
"2936",1.67948267907263
"2937",1.63476508271367
"2938",1.75928056213318
"2939",1.76956337427963
"2940",1.62048088044184
"2941",1.59937957751948
"2942",1.577260906471
"2943",1.75399801657344
"2944",1.46085676122604
"2945",1.62081297157073
"2946",1.66210029416996
"2947",1.69471876645851
"2948",1.5431999016598
"2949",1.73141551369482
"2950",1.55121131547708
"2951",1.76079758377116
"2952",1.3665412848681
"2953",1.48637594724148
"2954",1.05110898768936
"2955",1.63768948576846
"2956",1.0052816808869
"2957",1.64238236622306
"2958",1.80226353302891
"2959",1.66535332574195
"2960",1.54866673707369
"2961",0.945856733603622
"2962",1.66245900149223
"2963",1.62714330482477
"2964",1.23548237407967
"2965",1.61179249507051
"2966",1.56539457666468
"2967",1.55982171493785
"2968",1.71691989782066
"2969",1.73592254077162
"2970",1.87879023090885
"2971",1.29079035398001
"2972",1.64557980812931
"2973",1.77056286278236
"2974",1.67766634502291
"2975",1.84105676312439
"2976",1.47094357612327
"2977",1.22608220034097
"2978",1.66068263136581
"2979",1.55879647147474
"2980",1.22941785230088
"2981",1.6384246084291
"2982",1.71485228143985
"2983",1.67120599652962
"2984",1.6401913689997
"2985",1.43085676398615
"2986",1.70429486703588
"2987",1.64679591125991
"2988",1.69165341487053
"2989",1.03301852663218
"2990",1.67623119721268
"2991",1.58295639351211
"2992",1.54303563897642
"2993",1.62569736935283
"2994",1.43448134174381
"2995",0.966853538185459
"2996",1.6397758667349
"2997",1.70118460439261
"2998",1.73498613556212
"2999",1.61632453437828
"3000",1.71536035234805
"3001",1.28924275153427
"3002",1.07369059946739
"3003",1.41557228910801
"3004",1.69198037183795
"3005",1.64126567036398
"3006",1.42215643586833
"3007",1.55873923851759
"3008",1.16697053800318
"3009",1.65939352129124
"3010",1.80944702678345
"3011",1.13624846104511
"3012",1.03332456947328
"3013",1.70110677585304
"3014",1.59569757349083
"3015",1.41459504599517
"3016",1.10487579947337
"3017",1.7133217195891
"3018",1.59005820377114
"3019",1.75859466291181
"3020",1.04051304343669
"3021",1.90512735504153
"3022",1.69910419738216
"3023",1.50336355632955
"3024",1.60049967529624
"3025",1.6526116778677
"3026",1.60105750234571
"3027",0.994946363502248
"3028",1.65023879456438
"3029",1.20442410358866
"3030",1.686862892532
"3031",1.73168960226677
"3032",1.69946786182311
"3033",1.51551939243095
"3034",1.56946012841458
"3035",1.58588867500449
"3036",1.12196290792235
"3037",1.75965489062009
"3038",1.54164065740842
"3039",0.925934393539677
"3040",1.66872983925496
"3041",1.68502392560907
"3042",1.58090547016223
"3043",0.92899934920817
"3044",1.14779928770288
"3045",1.73616272945458
"3046",1.6670947191555
"3047",1.43114735956503
"3048",1.56696536007082
"3049",1.45899199498677
"3050",1.66604800848448
"3051",1.76156162250974
"3052",1.57661242815782
"3053",1.61072429019009
"3054",1.5732421728714
"3055",1.4909870485566
"3056",1.48032802470055
"3057",1.13205744050351
"3058",1.56300166343837
"3059",1.03514080245834
"3060",1.72064976731989
"3061",0.710811646345708
"3062",1.66770686584521
"3063",1.77751194965751
"3064",1.53861599458908
"3065",1.77536151462356
"3066",1.5280926282769
"3067",1.10321466637333
"3068",1.78360855577495
"3069",1.47224442470342
"3070",1.74922276161034
"3071",1.89071755249077
"3072",1.54671813545726
"3073",0.978899589726753
"3074",1.74236578133181
"3075",1.68916935868232
"3076",1.5618215375016
"3077",1.0666971176017
"3078",1.37180522046417
"3079",1.69101033415326
"3080",1.4682214709854
"3081",1.79541558826232
"3082",1.62521948014917
"3083",1.63100134078086
"3084",1.70471950803779
"3085",1.64696982278603
"3086",1.04895541544489
"3087",1.68451589317605
"3088",1.6977960214767
"3089",1.08489090763326
"3090",1.38860231421361
"3091",1.68634206669318
"3092",1.5900938979116
"3093",1.6539564131429
"3094",1.44203141031748
"3095",1.64481105694926
"3096",1.68443035193006
"3097",1.62289193455402
"3098",1.14764929843072
"3099",1.58805391312257
"3100",1.64391098680264
"3101",1.65491919753137
"3102",1.62669041038517
"3103",1.49486808842925
"3104",1.16769600531649
"3105",1.81574768284907
"3106",1.6691123938163
"3107",1.49331514899888
"3108",1.43531737643853
"3109",1.79310035454059
"3110",1.64914282368446
"3111",1.33793288248106
"3112",1.52203291625559
"3113",1.6368048194147
"3114",1.70382744353626
"3115",1.61720112068666
"3116",1.11218357303843
"3117",1.25790384647723
"3118",1.48839902492982
"3119",1.6523123301935
"3120",1.56694827536771
"3121",1.67463692066739
"3122",1.61092864459556
"3123",1.44095739604033
"3124",1.64704103849161
"3125",1.6890267734843
"3126",1.68711780902427
"3127",1.69754770330819
"3128",1.65132547583549
"3129",1.65774492264983
"3130",1.10121666773449
"3131",1.5864803675628
"3132",1.40710237135233
"3133",1.65323459630271
"3134",1.61590281650218
"3135",0.566315564351418
"3136",1.08526412858549
"3137",1.5626798041682
"3138",0.458233759017698
"3139",1.43840997908248
"3140",1.05779709896924
"3141",1.91471659276466
"3142",1.6117367072582
"3143",1.63052287229189
"3144",1.59416852290796
"3145",1.74599488944674
"3146",0.988248426125289
"3147",1.71362490697203
"3148",1.61023387724118
"3149",1.49822617934684
"3150",1.68460070335514
"3151",1.39633161605107
"3152",1.09138481479999
"3153",1.65920980971182
"3154",1.04515385572004
"3155",1.45625741257979
"3156",1.20301787311122
"3157",1.42157521801526
"3158",1.61380856856302
"3159",1.8446926973714
"3160",1.67409410234976
"3161",1.17779153052782
"3162",1.78881297548611
"3163",1.58008538093053
"3164",1.64275220742296
"3165",1.46082293189296
"3166",1.53382828648727
"3167",1.43811057413028
"3168",1.69015005768932
"3169",1.60231422408394
"3170",1.58676054772285
"3171",1.59073996697259
"3172",1.66359472236643
"3173",1.0154335114016
"3174",1.50856932019896
"3175",1.03495185408058
"3176",1.57402850696252
"3177",1.13716379650556
"3178",1.55922350886852
"3179",1.90109217441095
"3180",1.78958427857251
"3181",1.5483077427436
"3182",1.72141345232419
"3183",1.63139536794669
"3184",1.67059379902086
"3185",1.58108313485712
"3186",1.65982548510788
"3187",1.67911928435014
"3188",1.50903924948727
"3189",1.79218253078103
"3190",1.64698844159346
"3191",1.42624441209582
"3192",1.47757185153423
"3193",1.47093871056435
"3194",1.44214122163735
"3195",1.53666223772873
"3196",1.95077493567924
"3197",1.40078120890715
"3198",1.65333536379638
"3199",1.39639037859311
"3200",1.76116351926044
"3201",1.59384903499458
"3202",1.60891884855131
"3203",1.52883549227193
"3204",1.48111527850808
"3205",1.55658759105168
"3206",1.62889924544094
"3207",1.49844980997817
"3208",1.62471353657447
"3209",1.63006767086533
"3210",1.01864791888218
"3211",1.59234963508567
"3212",1.64596882544601
"3213",1.69996480727309
"3214",1.56005079988554
"3215",1.72418572853447
"3216",1.63695316892307
"3217",1.46540747763076
"3218",1.4688487010998
"3219",1.66768197318755
"3220",1.49524110092532
"3221",1.66163613461804
"3222",1.09505147470535
"3223",1.68575311156321
