"","size_factors"
"521",1.78175352297488
"522",1.61203571080682
"523",1.64262244832476
"524",1.71860701057032
"525",1.49706302289603
"526",1.6475114896171
"527",1.62247646043716
"528",1.70237114008148
"529",1.5891280270563
"530",1.56264616002572
"531",1.71033924034994
"532",1.74592130838804
"533",1.61542697161403
"534",1.82210486369766
"535",1.73950542666559
"536",1.71410200158136
"537",1.69327141082842
"538",1.49785338863765
"539",1.5901994048683
"540",1.65089089637405
"541",1.72443789696417
"542",1.62865258828531
"543",1.62367930422614
"544",1.68134344448662
"545",1.66741037102373
"546",1.69621923009198
"547",1.70201872688803
"548",1.64130752394949
"549",1.61712554101528
"550",1.68417291568167
"551",1.56865777013663
"552",1.69618404414714
"553",1.70358248536808
"554",1.63897344312516
"555",1.55070102992867
"556",1.60750987150723
"557",1.80528248833216
"558",1.69862017863506
"559",1.56485111782219
"560",1.74515550923454
"561",1.68626461580941
"562",1.67933532187419
"563",1.65621150924585
"564",1.65592120357303
"565",1.67332362241435
"566",1.67348198837016
"567",1.59738854739739
"568",1.70844849067389
"569",1.65256122830003
"570",1.65361298643573
"571",1.75491761026611
"572",1.43314859035078
"573",1.61685552302641
"574",1.69294905506275
"575",1.59829088363069
"576",1.67733770372193
"577",1.65339147659513
"578",1.72884503229405
"579",1.62509182463052
"580",1.64030816221648
"581",1.62167279339565
"582",1.70535895270446
"583",1.69233421967753
"584",1.69225225969301
"585",1.56285330924224
"586",1.71094654789757
"587",1.66857070476973
"588",1.65068547625491
"589",1.62007547087014
"590",1.67511941450125
"591",1.63533542773882
"592",1.48735454468519
"593",1.66580673946501
"594",1.62975436665872
"595",1.59479280158566
"596",1.63905371567666
"597",1.66976699798794
"598",1.74874624327309
"599",1.68412549313227
"600",1.66477077592211
"601",1.70327881643578
"602",1.60991938202336
"603",1.73219101212478
"604",1.48907962674706
"605",1.72031053307911
"606",1.67230222160998
"607",1.63691484386558
"608",1.61323703882253
"609",1.64351541195705
"610",1.67867825093727
"611",1.86828391023283
"612",1.67051489732656
"613",1.60727626908722
"614",1.58861387059175
"615",1.68904808739261
"616",1.64221786660071
"617",1.70213703890169
"618",1.75297360452781
"619",1.7619199019565
"620",1.5660309715048
"621",1.64968083952468
"622",1.46321936944101
"623",1.76500518885643
"624",1.63684710582141
"625",1.6645882823587
"626",1.70355875559555
"627",1.73084505248983
"628",1.76309653177018
"629",1.69483763765989
"630",1.67370122906411
"631",1.73590027438757
"632",1.61999580667621
"633",1.47439899389011
"634",1.80792999018861
"635",1.65112661951964
"636",1.67924597142828
"637",1.67255756571679
"638",1.7716033086522
