,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
LOC100576147,LOC100576147,Gene Expression,A_mel_mkref_out,False,90,0.012485666963944451,0.012408363813365702,99.61778570518537,294.0,5.68697535633982,84
LOC551556,LOC551556,Gene Expression,A_mel_mkref_out,False,1028,0.04722469953709602,0.04614352160077207,95.63426338811738,1112.0,7.014814351275545,982
LOC727596,LOC727596,Gene Expression,A_mel_mkref_out,False,3187,0.18520405996517603,0.1699149622642038,86.4653671380643,4361.0,8.380685946761574,3055
LOC413675,LOC413675,Gene Expression,A_mel_mkref_out,False,1097,0.051216715505159896,0.04994826997752951,95.3412324287595,1206.0,7.095893221097532,1055
LOC412361,LOC412361,Gene Expression,A_mel_mkref_out,False,1199,0.06654775555272434,0.0644270357539858,94.9080562279696,1567.0,7.357556200910353,1170
LOC409313,LOC409313,Gene Expression,A_mel_mkref_out,False,4221,0.3264534760266701,0.28250882125286775,82.07414957319403,7687.0,8.947415950650129,4128
LOC552435,LOC552435,Gene Expression,A_mel_mkref_out,False,3286,0.17874888520830678,0.1644536092245161,86.04493141376821,4209.0,8.345217926676428,3147
LOC102655567,LOC102655567,Gene Expression,A_mel_mkref_out,False,731,0.036904913577101114,0.03624023128926016,96.89557056100566,869.0,6.76849321164863,686
LOC726320,LOC726320,Gene Expression,A_mel_mkref_out,False,576,0.02696734191192084,0.026610130939268666,97.55382851318639,635.0,6.455198563340122,555
LOC551974,LOC551974,Gene Expression,A_mel_mkref_out,False,4037,0.39971121586614006,0.33626594096239815,82.85556546481504,9412.0,9.14984699154722,3928
LOC726405,LOC726405,Gene Expression,A_mel_mkref_out,False,2225,0.11474922495434663,0.10862946926110917,90.55081326708286,2702.0,7.902117546276448,2183
LOC102654759,LOC102654759,Gene Expression,A_mel_mkref_out,False,317,0.01392958763324415,0.013833462554007612,98.65375631715293,328.0,5.796057750765372,306
LOC551202,LOC551202,Gene Expression,A_mel_mkref_out,False,2830,0.17174162313670532,0.1584912087758839,87.98148384082897,4044.0,8.305236829492593,2746
LOC413357,LOC413357,Gene Expression,A_mel_mkref_out,False,4234,0.2616044506731218,0.23238428446097764,82.0189408417208,6160.0,8.725994381014571,4082
LOC727539,LOC727539,Gene Expression,A_mel_mkref_out,False,5351,0.43033082770628955,0.3579057655613397,77.27523676052151,10133.0,9.223651386035854,5237
LOC725638,LOC725638,Gene Expression,A_mel_mkref_out,False,3253,0.19301821888138618,0.1764864144839877,86.18507665520023,4545.0,8.422003004412488,3206
LOC724635,LOC724635,Gene Expression,A_mel_mkref_out,False,783,0.036225421497430674,0.035584708486369854,96.67473563511275,853.0,6.74993119378857,779
LOC725532,LOC725532,Gene Expression,A_mel_mkref_out,False,320,0.028963349895952777,0.028551839012505503,98.64101584065911,682.0,6.52649485957079,285
LOC412712,LOC412712,Gene Expression,A_mel_mkref_out,False,2357,0.13840404297787404,0.12962731924351859,89.99023230135474,3259.0,8.089482474360754,2314
LOC410761,LOC410761,Gene Expression,A_mel_mkref_out,False,95,0.0190682464857519,0.01888872597806033,99.59655157769566,449.0,6.1092475827643655,79
LOC409546,LOC409546,Gene Expression,A_mel_mkref_out,False,7405,0.779589756656899,0.5763828639525698,68.55225718775215,18357.0,9.817820725779036,7052
LOC725230,LOC725230,Gene Expression,A_mel_mkref_out,False,3874,0.27948358601945045,0.24645654810201026,83.54779802097931,6581.0,8.792093929503284,3776
LOC724538,LOC724538,Gene Expression,A_mel_mkref_out,False,3857,0.2140400050961906,0.19395364522137454,83.6199940544443,5040.0,8.525359754082631,3777
LOC102655275,LOC102655275,Gene Expression,A_mel_mkref_out,False,248,0.011339024079500574,0.011275219216196992,98.9467872765108,267.0,5.5909869805108565,237
LOC408577,LOC408577,Gene Expression,A_mel_mkref_out,False,12921,2.106892597783157,1.1336230619933962,45.12676774111352,49611.0,10.81198801893522,12204
LOC102655032,LOC102655032,Gene Expression,A_mel_mkref_out,False,180,0.00777169066123073,0.007741646634885864,99.23557141037075,183.0,5.214935757608986,172
LOC413813,LOC413813,Gene Expression,A_mel_mkref_out,False,3157,0.2083067906739712,0.1892200330584824,86.59277190300251,4905.0,8.498214224818435,3070
LOC408624,LOC408624,Gene Expression,A_mel_mkref_out,False,5276,0.38289378689429654,0.3241782506692836,77.59374867286704,9016.0,9.106866963499908,5088
LOC411572,LOC411572,Gene Expression,A_mel_mkref_out,False,3110,0.18736994096912557,0.17174072753411374,86.7923727014057,4412.0,8.392310009269547,3074
LOC551893,LOC551893,Gene Expression,A_mel_mkref_out,False,2642,0.17394997239563426,0.16037410754703932,88.77988703444176,4096.0,8.318010277546872,2543
LOC113219119,LOC113219119,Gene Expression,A_mel_mkref_out,False,1782,0.09754958168768846,0.0930800418831327,92.4321569626704,2297.0,7.739794458408701,1742
LOC102655515,LOC102655515,Gene Expression,A_mel_mkref_out,False,380,0.017114706756699367,0.016969900044137908,98.38620631078268,403.0,6.0014148779611505,366
LOC100579021,LOC100579021,Gene Expression,A_mel_mkref_out,False,1579,0.07937316855650402,0.0763804731544287,93.29426253875228,1869.0,7.533693709848633,1544
LOC100577039,LOC100577039,Gene Expression,A_mel_mkref_out,False,40,0.0017836667091349217,0.0017820778647023388,99.83012698008238,42.0,3.7612001156935624,34
LOC724327,LOC724327,Gene Expression,A_mel_mkref_out,False,940,0.04747950906697244,0.04638681087291524,96.00798403193613,1118.0,7.020190708311925,905
LOC552374,LOC552374,Gene Expression,A_mel_mkref_out,False,3156,0.2990189833099758,0.2616093513691924,86.59701872850046,7041.0,8.859647499714997,2981
LOC409078,LOC409078,Gene Expression,A_mel_mkref_out,False,4120,0.4257867244234934,0.3547237486912134,82.503078948486,10026.0,9.213036733523925,3761
LOC102655442,LOC102655442,Gene Expression,A_mel_mkref_out,False,98,0.004841381067651931,0.004829699271177209,99.58381110120185,114.0,4.74493212836325,89
LOC410726,LOC410726,Gene Expression,A_mel_mkref_out,False,4419,0.3590690958508515,0.3067999770338966,81.23327812460187,8455.0,9.042631527550073,4317
LOC551418,LOC551418,Gene Expression,A_mel_mkref_out,False,6807,0.7843462012145921,0.5790520743075993,71.09185883552045,18469.0,9.823903073193286,6130
LOC102656333,LOC102656333,Gene Expression,A_mel_mkref_out,False,101,0.004416698517857901,0.004406973529339441,99.57107062470804,104.0,4.653960350157523,95
LOC100578479,LOC100578479,Gene Expression,A_mel_mkref_out,False,5044,0.35919650061578967,0.3068937167811804,78.57901218838919,8458.0,9.042986242304014,4843
LOC550901,LOC550901,Gene Expression,A_mel_mkref_out,False,2071,0.1246867966195269,0.11750459389020758,91.20482439376566,2936.0,7.98514393119862,2019
LOC551158,LOC551158,Gene Expression,A_mel_mkref_out,False,2655,0.1776022423238629,0.1634803731379639,88.72467830296853,4182.0,8.338783971442199,2540
LOC552497,LOC552497,Gene Expression,A_mel_mkref_out,False,4614,0.31418015033762264,0.27321301137853854,80.4051471525035,7398.0,8.90910013492555,4452
LOC551762,LOC551762,Gene Expression,A_mel_mkref_out,False,4256,0.31443495986749903,0.2734068849735622,81.92551068076612,7404.0,8.909910726701899,4186
LOC724638,LOC724638,Gene Expression,A_mel_mkref_out,False,1191,0.06213105703486644,0.06027732107674135,94.94203083195312,1463.0,7.288927694521257,1133
LOC408621,LOC408621,Gene Expression,A_mel_mkref_out,False,4030,0.31736526946107785,0.2756337339356064,82.88529324330062,7473.0,8.91918561004543,3821
LOC100578281,LOC100578281,Gene Expression,A_mel_mkref_out,False,4458,0.3252643648872468,0.2816119602062041,81.0676519301822,7659.0,8.943767262734637,4278
LOC102656429,LOC102656429,Gene Expression,A_mel_mkref_out,False,4649,0.317067991676222,0.27540804760640386,80.2565082600756,7466.0,8.918248591035702,4417
LOC725982,LOC725982,Gene Expression,A_mel_mkref_out,False,3441,0.1877521552639402,0.1720625756603386,85.38667346158746,4421.0,8.394347361417392,3321
LOC409937,LOC409937,Gene Expression,A_mel_mkref_out,False,173,0.013122690788635495,0.01303733420959627,99.26529918885633,309.0,5.736572297479192,147
LOC725682,LOC725682,Gene Expression,A_mel_mkref_out,False,753,0.037796746931668575,0.03709995336542595,96.80214040005096,890.0,6.792344427470809,713
LOC725720,LOC725720,Gene Expression,A_mel_mkref_out,False,511,0.029133222915870387,0.028716916805790284,97.8298721705525,686.0,6.532334292222349,496
LOC550724,LOC550724,Gene Expression,A_mel_mkref_out,False,6663,0.8311037499469147,0.6049189270837633,71.70340170722385,19570.0,9.88180415770497,6203
LOC410033,LOC410033,Gene Expression,A_mel_mkref_out,False,5078,0.521127956852253,0.41945213653176133,78.4346201214592,12271.0,9.415075523607037,5003
LOC113218960,LOC113218960,Gene Expression,A_mel_mkref_out,False,43,0.0018261349641143245,0.001824469606797328,99.81738650358857,43.0,3.784189633918261,41
LOC551646,LOC551646,Gene Expression,A_mel_mkref_out,False,4610,0.4209453433558415,0.3513223848677232,80.42213445449526,9912.0,9.201602306032898,4436
LOC411406,LOC411406,Gene Expression,A_mel_mkref_out,False,50,0.0022083492589289504,0.002205914439666222,99.78765872510299,52.0,3.970291913552122,43
LOC100576288,LOC100576288,Gene Expression,A_mel_mkref_out,False,1937,0.09508642289888308,0.09083328517585951,91.77389901048966,2239.0,7.7142311448490855,1829
LOC412117,LOC412117,Gene Expression,A_mel_mkref_out,False,3234,0.20448464772582495,0.18605179722636797,86.2657663396611,4815.0,8.479698986988657,3100
LOC408565,LOC408565,Gene Expression,A_mel_mkref_out,False,6090,0.5049050834501211,0.40872982873699965,74.13683271754363,11889.0,9.383452989684827,5937
LOC100578309,LOC100578309,Gene Expression,A_mel_mkref_out,False,531,0.0278591752664883,0.027478168608736742,97.7449356605937,656.0,6.487684018484611,501
LOC551978,LOC551978,Gene Expression,A_mel_mkref_out,False,6480,0.5419374017921603,0.43303967885159445,72.48057077334693,12761.0,9.454227284428292,6318
LOC100577197,LOC100577197,Gene Expression,A_mel_mkref_out,False,221,0.009555357370365652,0.009509993691627855,99.06145156495519,225.0,5.420534999272286,211
LOC552036,LOC552036,Gene Expression,A_mel_mkref_out,False,5811,0.6918503418694526,0.5258228068402958,75.32169703146899,16291.0,9.698429468768303,5680
LOC409931,LOC409931,Gene Expression,A_mel_mkref_out,False,2570,0.16944833736781756,0.1565321310922773,89.08565847029347,3990.0,8.291797105048733,2389
LOC102655185,LOC102655185,Gene Expression,A_mel_mkref_out,False,588,0.03032233405529367,0.02987169896900845,97.50286660721112,714.0,6.5722825426940075,546
LOC410733,LOC410733,Gene Expression,A_mel_mkref_out,False,1058,0.05087696946532467,0.04962502459106305,95.50685862317917,1198.0,7.089243155027514,1007
LOC113219418,LOC113219418,Gene Expression,A_mel_mkref_out,False,442,0.020469698900072195,0.020263010421321486,98.12290312991038,482.0,6.180016653652572,376
LOC107964488,LOC107964488,Gene Expression,A_mel_mkref_out,False,5384,0.36442009597825625,0.31072950025647766,77.13509151908949,8581.0,9.05742226555147,5143
LOC724455,LOC724455,Gene Expression,A_mel_mkref_out,False,3724,0.23106977534293116,0.20788352743424865,84.18482184567036,5441.0,8.601901919343192,3654
LOC100578752,LOC100578752,Gene Expression,A_mel_mkref_out,False,2837,0.17772964708880112,0.16358855726745766,87.9517560623434,4185.0,8.339500903005945,2770
LOC408623,LOC408623,Gene Expression,A_mel_mkref_out,False,14618,5.976515054996391,1.9425495163061406,37.91990487110885,140729.0,11.854598439990614,13239
LOC100578543,LOC100578543,Gene Expression,A_mel_mkref_out,False,224,0.01142396058945938,0.011359199900688927,99.04871108846137,269.0,5.598421958998375,209
LOC409860,LOC409860,Gene Expression,A_mel_mkref_out,False,8498,0.6833142226185926,0.5207646016548682,63.91047691850342,16090.0,9.68601538845915,8152
LOC102655663,LOC102655663,Gene Expression,A_mel_mkref_out,False,157,0.006709984286745658,0.006687572541295321,99.33324839682336,158.0,5.0689042022202315,142
LOC102653680,LOC102653680,Gene Expression,A_mel_mkref_out,False,317,0.014481674947976388,0.014377816984048239,98.65375631715293,341.0,5.834810737062605,308
LOC551647,LOC551647,Gene Expression,A_mel_mkref_out,False,13941,3.886270013165159,1.5864292339294122,40.79500573321442,91510.0,11.424214462617174,13008
LOC725068,LOC725068,Gene Expression,A_mel_mkref_out,False,13684,3.7152503503631036,1.550802011253388,41.88643988618508,87483.0,11.379211198482443,12452
LOC726647,LOC726647,Gene Expression,A_mel_mkref_out,False,10036,1.054486771138574,0.7200260703517842,57.37885930267126,24830.0,10.119848151553505,9454
LOC724904,LOC724904,Gene Expression,A_mel_mkref_out,False,165,0.008621055760818787,0.008584106667863882,99.29927379283984,203.0,5.318119993844216,116
LOC413551,LOC413551,Gene Expression,A_mel_mkref_out,False,5639,0.39079288232046544,0.32987400345114676,76.05215101711471,9202.0,9.127284796838858,5457
LOC409327,LOC409327,Gene Expression,A_mel_mkref_out,False,10915,1.770416613581348,1.018997710904925,53.645899689981746,41688.0,10.637992584019639,10445
LOC411976,LOC411976,Gene Expression,A_mel_mkref_out,False,497,0.025863167282456363,0.02553437263286841,97.88932772752368,609.0,6.413458957167357,424
LOC107966071,LOC107966071,Gene Expression,A_mel_mkref_out,False,276,0.012655539983862063,0.012576127937401335,98.82787616256849,298.0,5.700443573390686,260
LOC100578952,LOC100578952,Gene Expression,A_mel_mkref_out,False,1414,0.08124177177559774,0.07811016931647413,93.99498874591244,1913.0,7.5569505720129,1356
LOC552440,LOC552440,Gene Expression,A_mel_mkref_out,False,2554,0.1627808213360513,0.15081439604751648,89.1536076782605,3833.0,8.251663923605589,2517
LOC113219395,LOC113219395,Gene Expression,A_mel_mkref_out,False,290,0.013080222533656092,0.012995415155283997,98.76842060559731,308.0,5.733341276897746,275
LOC410702,LOC410702,Gene Expression,A_mel_mkref_out,False,4350,0.28542914171656686,0.2510926250194888,81.52630908395973,6721.0,8.81314100828505,4239
LOC409481,LOC409481,Gene Expression,A_mel_mkref_out,False,6984,0.9080562279695927,0.6460850421776155,70.34017072238501,21382.0,9.970351492789636,6685
LOC408600,LOC408600,Gene Expression,A_mel_mkref_out,False,10985,1.4435384550048838,0.8934471752776083,53.348621905125924,33991.0,10.433880481794647,10100
LOC411836,LOC411836,Gene Expression,A_mel_mkref_out,False,1397,0.07138913662037627,0.06895606498861845,94.06718477937741,1681.0,7.427738840532894,1378
LOC726119,LOC726119,Gene Expression,A_mel_mkref_out,False,589,0.03138404042977874,0.03090162881884087,97.49861978171317,739.0,6.606650186198215,549
LOC107965622,LOC107965622,Gene Expression,A_mel_mkref_out,False,298,0.013165159043614897,0.013079251506775086,98.73444600161379,310.0,5.739792912179234,283
LOC113218813,LOC113218813,Gene Expression,A_mel_mkref_out,False,277,0.01303775427867669,0.012953494343690947,98.82362933707054,307.0,5.730099782973575,258
LOC100577074,LOC100577074,Gene Expression,A_mel_mkref_out,False,574,0.027094746676859047,0.02673418246216019,97.56232216418226,638.0,6.459904454377535,555
LOC100577882,LOC100577882,Gene Expression,A_mel_mkref_out,False,176,0.010532127234891919,0.01047705076028745,99.2525587123625,248.0,5.517452896464707,173
LOC551204,LOC551204,Gene Expression,A_mel_mkref_out,False,5678,0.4138531447742812,0.34631870407106236,75.88652482269504,9745.0,9.184612223403452,5502
LOC409027,LOC409027,Gene Expression,A_mel_mkref_out,False,9701,1.0083662462309424,0.697321578739109,58.801545844481254,23744.0,10.075127260983223,9223
LOC410766,LOC410766,Gene Expression,A_mel_mkref_out,False,7564,0.6917229371045144,0.525747499019543,67.87701193357964,16288.0,9.698245312357605,7306
LOC551581,LOC551581,Gene Expression,A_mel_mkref_out,False,864,0.04713976302713722,0.04606241202168632,96.33074276977959,1110.0,7.01301578963963,425
LOC412626,LOC412626,Gene Expression,A_mel_mkref_out,False,1328,0.06811908098696225,0.06589923337390866,94.36021573873529,1604.0,7.380879035564116,1309
LOC107965716,LOC107965716,Gene Expression,A_mel_mkref_out,False,593,0.03138404042977874,0.03090162881884087,97.4816324797214,739.0,6.606650186198215,540
LOC552628,LOC552628,Gene Expression,A_mel_mkref_out,False,1877,0.11041746294644753,0.10473603736364108,92.02870854036608,2600.0,7.8636512654486515,1832
LOC726291,LOC726291,Gene Expression,A_mel_mkref_out,False,3728,0.23667558500021235,0.2124267995156989,84.1678345436786,5573.0,8.625868208041894,3616
LOC726088,LOC726088,Gene Expression,A_mel_mkref_out,False,5219,0.5115725994818873,0.413150565497657,77.83581772624963,12046.0,9.396570945266852,5090
LOC411700,LOC411700,Gene Expression,A_mel_mkref_out,False,6459,0.6509109440693082,0.5013272228830888,72.56975410880366,15327.0,9.637436500210642,6048
LOC408602,LOC408602,Gene Expression,A_mel_mkref_out,False,12973,1.8546736314604833,1.0489575218486729,44.905932815220616,43672.0,10.6844853411661,12177
LOC724798,LOC724798,Gene Expression,A_mel_mkref_out,False,1779,0.0981866055123795,0.09366027902298314,92.44489743916422,2312.0,7.746300662231439,1759
LOC551280,LOC551280,Gene Expression,A_mel_mkref_out,False,682,0.0469274217522402,0.045859609287210376,97.10366501040473,1105.0,7.00850518208228,349
LOC725388,LOC725388,Gene Expression,A_mel_mkref_out,False,4395,0.31609122181169574,0.2746661479868705,81.33520193655242,7443.0,8.915163617762142,4283
LOC107966045,LOC107966045,Gene Expression,A_mel_mkref_out,False,90,0.004459166772837304,0.004449254145797128,99.61778570518537,105.0,4.663439094112067,26
LOC726014,LOC726014,Gene Expression,A_mel_mkref_out,False,6098,0.5858071091858835,0.46109349487416385,74.10285811356012,13794.0,9.532061486651386,5896
LOC102655431,LOC102655431,Gene Expression,A_mel_mkref_out,False,26,0.0011041746294644752,0.0011035654770241764,99.88958253705356,26.0,3.295836866004329,23
LOC725045,LOC725045,Gene Expression,A_mel_mkref_out,False,1504,0.07835393043699834,0.07543573997126693,93.6127744510978,1845.0,7.520776415062797,1472
LOC113218608,LOC113218608,Gene Expression,A_mel_mkref_out,False,245,0.011041746294644753,0.010981231267585375,98.95952775300462,260.0,5.564520407322694,241
LOC552197,LOC552197,Gene Expression,A_mel_mkref_out,False,4037,0.24826941860958934,0.2217581269445832,82.85556546481504,5846.0,8.67368398817567,3948
LOC107966072,LOC107966072,Gene Expression,A_mel_mkref_out,False,288,0.013165159043614897,0.013079251506775086,98.7769142565932,310.0,5.739792912179234,274
LOC726348,LOC726348,Gene Expression,A_mel_mkref_out,False,4773,0.305049475517051,0.266240952329607,79.72990189833101,7183.0,8.879611609982035,4588
Akhr,GeneID_551388,Gene Expression,A_mel_mkref_out,False,222,0.009937571665180278,0.00988851871034217,99.05720473945726,234.0,5.459585514144159,204
LOC410688,LOC410688,Gene Expression,A_mel_mkref_out,False,6199,0.4941181466853527,0.4015361643639274,73.67392873826815,11635.0,9.361859019615093,5995
LOC113218757,LOC113218757,Gene Expression,A_mel_mkref_out,False,33,0.0014439206692996986,0.001442879218244683,99.85985475856796,34.0,3.5553480614894135,29
LOC409096,LOC409096,Gene Expression,A_mel_mkref_out,False,293,0.02743449271669427,0.02706491130886411,98.7556801291035,646.0,6.472346294500901,131
LOC413574,LOC413574,Gene Expression,A_mel_mkref_out,False,1778,0.08769694653246699,0.08406256784376942,92.44914426466217,2065.0,7.633369649679584,1688
LOC411850,LOC411850,Gene Expression,A_mel_mkref_out,False,5697,0.5678005690746167,0.44967372574895714,75.80583513823417,13370.0,9.500843461614666,5559
LOC100576697,LOC100576697,Gene Expression,A_mel_mkref_out,False,765,0.03490890559306918,0.03431340892414016,96.75117849407567,822.0,6.71295620067707,697
LOC410723,LOC410723,Gene Expression,A_mel_mkref_out,False,6199,0.5502187115131439,0.43839602517892207,73.67392873826815,12956.0,9.469391461628812,6027
LOC410744,LOC410744,Gene Expression,A_mel_mkref_out,False,384,0.017751730581390412,0.017596008798808273,98.36921900879094,418.0,6.037870919922137,347
LOC100577296,LOC100577296,Gene Expression,A_mel_mkref_out,False,448,0.020299825880154585,0.020096531043569857,98.09742217692275,478.0,6.171700597410915,438
LOC551208,LOC551208,Gene Expression,A_mel_mkref_out,False,947,0.06404212850893956,0.06207498459890163,95.97825625345054,1508.0,7.319202458767849,899
LOC100578913,LOC100578913,Gene Expression,A_mel_mkref_out,False,183,0.007941563681148341,0.007910195430161,99.22283093387692,187.0,5.236441962829949,167
LOC100577425,LOC100577425,Gene Expression,A_mel_mkref_out,False,529,0.023824691043445024,0.023545311808011338,97.75342931158958,561.0,6.331501849893691,489
LOC101664701,LOC101664701,Gene Expression,A_mel_mkref_out,False,297,0.015968063872255488,0.015841915465657944,98.73869282711173,376.0,5.932245187448011,240
LOC727452,LOC727452,Gene Expression,A_mel_mkref_out,False,4527,0.33643351594682974,0.290004510463768,80.7746209708243,7922.0,8.977525200965243,4422
LOC100578245,LOC100578245,Gene Expression,A_mel_mkref_out,False,1185,0.0572047394572557,0.055628386765999516,94.96751178494077,1347.0,7.206377291472252,1168
LOC550903,LOC550903,Gene Expression,A_mel_mkref_out,False,2922,0.18397248057077334,0.16887529343052562,87.59077589501847,4332.0,8.374015421739909,2852
LOC408626,LOC408626,Gene Expression,A_mel_mkref_out,False,6150,0.4952223213148172,0.402274905696004,73.88202318766722,11661.0,9.364090971782101,5973
LOC102655181,LOC102655181,Gene Expression,A_mel_mkref_out,False,112,0.004968785832590139,0.004956482155657652,99.52435554423069,117.0,4.770684624465665,107
LOC725308,LOC725308,Gene Expression,A_mel_mkref_out,False,2315,0.13530386036437764,0.12690033348590612,90.16859897226823,3186.0,8.066835314417336,2253
LOC102653957,LOC102653957,Gene Expression,A_mel_mkref_out,False,1151,0.05270310442943899,0.05136124128707471,95.11190385187072,1241.0,7.124478262493424,1106
LOC725458,LOC725458,Gene Expression,A_mel_mkref_out,False,1045,0.058818533146473014,0.05715369513381783,95.5620673546524,1385.0,7.234177179749849,966
LOC100578631,LOC100578631,Gene Expression,A_mel_mkref_out,False,8810,0.7062470803074702,0.5342962687745597,62.58546736314605,16630.0,9.71902370267014,8432
LOC107965607,LOC107965607,Gene Expression,A_mel_mkref_out,False,46,0.001996007984031936,0.001994018606864397,99.80464602709475,47.0,3.8712010109078907,43
LOC409859,LOC409859,Gene Expression,A_mel_mkref_out,False,4000,0.2406251327132968,0.2156153918663469,83.01269800823884,5666.0,8.64241515616962,3878
LOC724634,LOC724634,Gene Expression,A_mel_mkref_out,False,12802,1.827026797468892,1.0392255577853424,45.63213997536841,43021.0,10.669466891745744,12008
LOC408625,LOC408625,Gene Expression,A_mel_mkref_out,False,1414,0.06718477937741538,0.06502413387494424,93.99498874591244,1582.0,7.367077059881012,1364
LOC102654555,LOC102654555,Gene Expression,A_mel_mkref_out,False,5829,0.7626873911750967,0.5668395712866823,75.24525417250605,17959.0,9.795902341856191,5574
LOC100577239,LOC100577239,Gene Expression,A_mel_mkref_out,False,781,0.05036735040557184,0.04913996051267318,96.68322928610863,1186.0,7.079184394609668,743
LOC113219090,LOC113219090,Gene Expression,A_mel_mkref_out,False,260,0.011126682804603558,0.011065236643978862,98.89582537053553,262.0,5.572154032177765,247
LOC412088,LOC412088,Gene Expression,A_mel_mkref_out,False,4097,0.37482481844821,0.3183263182369199,82.60075593493863,8826.0,9.085570485020233,3939
LOC552083,LOC552083,Gene Expression,A_mel_mkref_out,False,2769,0.1641822737503716,0.1520189296189573,88.24054019620333,3866.0,8.260234291607297,2701
LOC409755,LOC409755,Gene Expression,A_mel_mkref_out,False,1542,0.08536119250859982,0.08191282791602678,93.45139508217606,2010.0,7.606387389772652,1479
LOC551242,LOC551242,Gene Expression,A_mel_mkref_out,False,3073,0.1700428929375292,0.1570404087680471,86.9495052448295,4004.0,8.29529885950246,2997
LOC724328,LOC724328,Gene Expression,A_mel_mkref_out,False,2940,0.1683441627383531,0.1555875008810662,87.51433303605555,3964.0,8.285261134068948,2849
LOC552676,LOC552676,Gene Expression,A_mel_mkref_out,False,2711,0.1656261944196713,0.15325844855272155,88.48685607508388,3900.0,8.268988209506656,2626
LOC552094,LOC552094,Gene Expression,A_mel_mkref_out,False,8604,0.9596551577695672,0.6727685178496975,63.46031341572175,22597.0,10.025616685769192,8256
LOC726912,LOC726912,Gene Expression,A_mel_mkref_out,False,1269,0.12375249500998003,0.11667352705482557,94.61077844311377,2914.0,7.977625098784593,1190
LOC725841,LOC725841,Gene Expression,A_mel_mkref_out,False,1689,0.08965048626151952,0.08585699001436214,92.82711173397885,2111.0,7.655390644826152,1678
LOC551415,LOC551415,Gene Expression,A_mel_mkref_out,False,3050,0.1834628615110205,0.16844476926070712,87.04718223128212,4320.0,8.371242135931933,2937
LOC724240,LOC724240,Gene Expression,A_mel_mkref_out,False,5677,0.4665137809487408,0.3828880065604899,75.89077164819298,10985.0,9.304377013902565,5477
Msx,GeneID_724456,Gene Expression,A_mel_mkref_out,False,260,0.03452669129825456,0.03394401902890994,98.89582537053553,813.0,6.70196036600254,213
LOC725572,LOC725572,Gene Expression,A_mel_mkref_out,False,4857,0.4401409946065316,0.36474102171595457,79.37316855650401,10364.0,9.24619002486988,4334
LOC410749,LOC410749,Gene Expression,A_mel_mkref_out,False,3349,0.1991761158533996,0.18163475087458758,85.77738140739797,4690.0,8.453401058328458,3272
LOC102653822,LOC102653822,Gene Expression,A_mel_mkref_out,False,154,0.006625047776786852,0.006603198595919583,99.3459888733172,156.0,5.056245805348308,141
LOC414039,LOC414039,Gene Expression,A_mel_mkref_out,False,1488,0.08034993842103028,0.07728500571044783,93.68072365906485,1892.0,7.545918151209323,1466
LOC552473,LOC552473,Gene Expression,A_mel_mkref_out,False,5266,0.7080732152715845,0.5353659605317197,77.63621692784643,16673.0,9.721605898970559,5109
LOC100576770,LOC100576770,Gene Expression,A_mel_mkref_out,False,1720,0.08591327982333206,0.08242136549030893,92.6954601435427,2023.0,7.6128310304073565,1668
LOC409053,LOC409053,Gene Expression,A_mel_mkref_out,False,15477,4.8271117339788505,1.7625214631922745,34.27188176837813,113664.0,11.641010804733448,14043
LOC413080,LOC413080,Gene Expression,A_mel_mkref_out,False,976,0.04603558839767274,0.045007388388685905,95.85509831401028,1084.0,6.98933526597456,959
LOC410664,LOC410664,Gene Expression,A_mel_mkref_out,False,3964,0.2539601647768293,0.22630667518050773,83.1655837261647,5980.0,8.696343057044556,3882
LOC100578378,LOC100578378,Gene Expression,A_mel_mkref_out,False,34,0.0014863889242791013,0.0014852853416952628,99.85560793307003,35.0,3.58351893845611,28
LOC726729,LOC726729,Gene Expression,A_mel_mkref_out,False,12002,1.7151654138531447,0.9988528774427512,49.02960037372064,40387.0,10.606287990124212,11354
LOC102655540,LOC102655540,Gene Expression,A_mel_mkref_out,False,1061,0.051004374230262876,0.049746253855956026,95.49411814668535,1201.0,7.091742115095153,1048
LOC551906,LOC551906,Gene Expression,A_mel_mkref_out,False,4219,0.2567206013504905,0.22850563071736654,82.08264322418992,6045.0,8.707152175339404,4115
LOC113219285,LOC113219285,Gene Expression,A_mel_mkref_out,False,255,0.011678770119335796,0.011611099645922846,98.91705949802522,275.0,5.62040086571715,249
LOC726220,LOC726220,Gene Expression,A_mel_mkref_out,False,969,0.04561090584787871,0.044601313502897956,95.88482609249586,1074.0,6.980075940561763,950
LOC727144,LOC727144,Gene Expression,A_mel_mkref_out,False,2800,0.1614218371767104,0.1496449762387612,88.10888860576719,3801.0,8.243282523048375,2741
LOC551386,LOC551386,Gene Expression,A_mel_mkref_out,False,2130,0.1143245424045526,0.1082484297808092,90.95426168938718,2692.0,7.898411092811599,2070
LOC551818,LOC551818,Gene Expression,A_mel_mkref_out,False,3867,0.25013802182868305,0.22325396268159683,83.57752579946491,5890.0,8.681181041521688,3586
LOC410157,LOC410157,Gene Expression,A_mel_mkref_out,False,2355,0.1291034951373848,0.12142395070693017,89.99872595235063,3040.0,8.019941687677365,2283
