gene_id,gene_ids,feature_types,genome,mt,n_cells
LOC552115,LOC552115,Gene Expression,A_mel_mkref_out,False,44918
LOC113218884,LOC113218884,Gene Expression,A_mel_mkref_out,False,2531
LOC408884,LOC408884,Gene Expression,A_mel_mkref_out,False,13964
LOC413356,LOC413356,Gene Expression,A_mel_mkref_out,False,18205
LOC409317,LOC409317,Gene Expression,A_mel_mkref_out,False,12096
LOC411155,LOC411155,Gene Expression,A_mel_mkref_out,False,89563
LOC100577286,LOC100577286,Gene Expression,A_mel_mkref_out,False,168
LOC411158,LOC411158,Gene Expression,A_mel_mkref_out,False,51756
LOC411387,LOC411387,Gene Expression,A_mel_mkref_out,False,92
LOC100577141,LOC100577141,Gene Expression,A_mel_mkref_out,False,216
LOC411980,LOC411980,Gene Expression,A_mel_mkref_out,False,25306
LOC409528,LOC409528,Gene Expression,A_mel_mkref_out,False,30033
LOC411639,LOC411639,Gene Expression,A_mel_mkref_out,False,304
LOC413189,LOC413189,Gene Expression,A_mel_mkref_out,False,23346
LOC411164,LOC411164,Gene Expression,A_mel_mkref_out,False,19649
LOC102654776,LOC102654776,Gene Expression,A_mel_mkref_out,False,30998
LOC412889,LOC412889,Gene Expression,A_mel_mkref_out,False,11799
LOC725017,LOC725017,Gene Expression,A_mel_mkref_out,False,564
LOC107964660,LOC107964660,Gene Expression,A_mel_mkref_out,False,896
LOC411181,LOC411181,Gene Expression,A_mel_mkref_out,False,70711
LOC726174,LOC726174,Gene Expression,A_mel_mkref_out,False,9917
LOC100577894,LOC100577894,Gene Expression,A_mel_mkref_out,False,32851
LOC102654122,LOC102654122,Gene Expression,A_mel_mkref_out,False,472
LOC411864,LOC411864,Gene Expression,A_mel_mkref_out,False,6454
LOC113218859,LOC113218859,Gene Expression,A_mel_mkref_out,False,1727
LOC551055,LOC551055,Gene Expression,A_mel_mkref_out,False,12610
LOC102656171,LOC102656171,Gene Expression,A_mel_mkref_out,False,7093
LOC113218860,LOC113218860,Gene Expression,A_mel_mkref_out,False,1371
LOC102656653,LOC102656653,Gene Expression,A_mel_mkref_out,False,918
LOC551631,LOC551631,Gene Expression,A_mel_mkref_out,False,14850
LOC552287,LOC552287,Gene Expression,A_mel_mkref_out,False,28692
LOC552362,LOC552362,Gene Expression,A_mel_mkref_out,False,15888
LOC100576304,LOC100576304,Gene Expression,A_mel_mkref_out,False,649
LOC408892,LOC408892,Gene Expression,A_mel_mkref_out,False,5262
LOC413046,LOC413046,Gene Expression,A_mel_mkref_out,False,29674
LOC409899,LOC409899,Gene Expression,A_mel_mkref_out,False,13674
LOC102654387,LOC102654387,Gene Expression,A_mel_mkref_out,False,365
LOC113218855,LOC113218855,Gene Expression,A_mel_mkref_out,False,364
LOC113218886,LOC113218886,Gene Expression,A_mel_mkref_out,False,1585
LOC102655219,LOC102655219,Gene Expression,A_mel_mkref_out,False,3662
LOC102653863,LOC102653863,Gene Expression,A_mel_mkref_out,False,7699
LOC725328,LOC725328,Gene Expression,A_mel_mkref_out,False,24086
LOC409448,LOC409448,Gene Expression,A_mel_mkref_out,False,2641
LOC100578585,LOC100578585,Gene Expression,A_mel_mkref_out,False,2695
Kr-h1,GeneID_100576395,Gene Expression,A_mel_mkref_out,False,30075
LOC411935,LOC411935,Gene Expression,A_mel_mkref_out,False,1621
LOC100577393,LOC100577393,Gene Expression,A_mel_mkref_out,False,38265
LOC107964598,LOC107964598,Gene Expression,A_mel_mkref_out,False,948
LOC107964634,LOC107964634,Gene Expression,A_mel_mkref_out,False,5730
LOC727501,LOC727501,Gene Expression,A_mel_mkref_out,False,9734
LOC102656574,LOC102656574,Gene Expression,A_mel_mkref_out,False,601
LOC413900,LOC413900,Gene Expression,A_mel_mkref_out,False,12918
LOC727497,LOC727497,Gene Expression,A_mel_mkref_out,False,19043
LOC408878,LOC408878,Gene Expression,A_mel_mkref_out,False,1951
LOC411793,LOC411793,Gene Expression,A_mel_mkref_out,False,8835
LOC551099,LOC551099,Gene Expression,A_mel_mkref_out,False,22967
LOC100577778,LOC100577778,Gene Expression,A_mel_mkref_out,False,21363
LOC102655311,LOC102655311,Gene Expression,A_mel_mkref_out,False,5487
LOC726162,LOC726162,Gene Expression,A_mel_mkref_out,False,378
LOC724308,LOC724308,Gene Expression,A_mel_mkref_out,False,2679
LOC411163,LOC411163,Gene Expression,A_mel_mkref_out,False,35522
LOC113218821,LOC113218821,Gene Expression,A_mel_mkref_out,False,1133
LOC100578257,LOC100578257,Gene Expression,A_mel_mkref_out,False,15036
LOC724861,LOC724861,Gene Expression,A_mel_mkref_out,False,4200
LOC100577213,LOC100577213,Gene Expression,A_mel_mkref_out,False,3850
LOC102654088,LOC102654088,Gene Expression,A_mel_mkref_out,False,1024
LOC113218851,LOC113218851,Gene Expression,A_mel_mkref_out,False,4375
LOC113218864,LOC113218864,Gene Expression,A_mel_mkref_out,False,380
LOC113218857,LOC113218857,Gene Expression,A_mel_mkref_out,False,584
LOC412366,LOC412366,Gene Expression,A_mel_mkref_out,False,31364
LOC100578454,LOC100578454,Gene Expression,A_mel_mkref_out,False,4094
LOC113218843,LOC113218843,Gene Expression,A_mel_mkref_out,False,20
LOC102654534,LOC102654534,Gene Expression,A_mel_mkref_out,False,1499
LOC411978,LOC411978,Gene Expression,A_mel_mkref_out,False,161
LOC725592,LOC725592,Gene Expression,A_mel_mkref_out,False,25967
LOC102656723,LOC102656723,Gene Expression,A_mel_mkref_out,False,84
LOC100576568,LOC100576568,Gene Expression,A_mel_mkref_out,False,1023
LOC102656270,LOC102656270,Gene Expression,A_mel_mkref_out,False,1501
LOC100577919,LOC100577919,Gene Expression,A_mel_mkref_out,False,11520
LOC102655881,LOC102655881,Gene Expression,A_mel_mkref_out,False,1060
LOC552645,LOC552645,Gene Expression,A_mel_mkref_out,False,29122
LOC413785,LOC413785,Gene Expression,A_mel_mkref_out,False,25013
LOC552224,LOC552224,Gene Expression,A_mel_mkref_out,False,6653
LOC102655070,LOC102655070,Gene Expression,A_mel_mkref_out,False,1121
LOC113218875,LOC113218875,Gene Expression,A_mel_mkref_out,False,862
LOC552159,LOC552159,Gene Expression,A_mel_mkref_out,False,14461
LOC411595,LOC411595,Gene Expression,A_mel_mkref_out,False,34426
LOC113218846,LOC113218846,Gene Expression,A_mel_mkref_out,False,100
LOC102653657,LOC102653657,Gene Expression,A_mel_mkref_out,False,3208
LOC727398,LOC727398,Gene Expression,A_mel_mkref_out,False,19669
LOC726133,LOC726133,Gene Expression,A_mel_mkref_out,False,15424
LOC102656430,LOC102656430,Gene Expression,A_mel_mkref_out,False,3603
LOC409271,LOC409271,Gene Expression,A_mel_mkref_out,False,37660
LOC107964594,LOC107964594,Gene Expression,A_mel_mkref_out,False,14249
LOC552306,LOC552306,Gene Expression,A_mel_mkref_out,False,17976
LOC102655033,LOC102655033,Gene Expression,A_mel_mkref_out,False,524
LOC550869,LOC550869,Gene Expression,A_mel_mkref_out,False,4097
LOC113218861,LOC113218861,Gene Expression,A_mel_mkref_out,False,2970
LOC552089,LOC552089,Gene Expression,A_mel_mkref_out,False,5946
Cox6c,GeneID_100359410,Gene Expression,A_mel_mkref_out,False,25749
LOC113218822,LOC113218822,Gene Expression,A_mel_mkref_out,False,324
LOC113218823,LOC113218823,Gene Expression,A_mel_mkref_out,False,865
LOC102654584,LOC102654584,Gene Expression,A_mel_mkref_out,False,3562
LOC100576661,LOC100576661,Gene Expression,A_mel_mkref_out,False,721
LOC552677,LOC552677,Gene Expression,A_mel_mkref_out,False,48763
LOC107964592,LOC107964592,Gene Expression,A_mel_mkref_out,False,2978
LOC725707,LOC725707,Gene Expression,A_mel_mkref_out,False,43664
LOC408894,LOC408894,Gene Expression,A_mel_mkref_out,False,59953
LOC113218837,LOC113218837,Gene Expression,A_mel_mkref_out,False,751
LOC100576976,LOC100576976,Gene Expression,A_mel_mkref_out,False,5707
LOC413040,LOC413040,Gene Expression,A_mel_mkref_out,False,54277
LOC725570,LOC725570,Gene Expression,A_mel_mkref_out,False,42258
LOC727346,LOC727346,Gene Expression,A_mel_mkref_out,False,1453
LOC725436,LOC725436,Gene Expression,A_mel_mkref_out,False,49903
LOC100576179,LOC100576179,Gene Expression,A_mel_mkref_out,False,58
LOC413368,LOC413368,Gene Expression,A_mel_mkref_out,False,35108
LOC413190,LOC413190,Gene Expression,A_mel_mkref_out,False,656
LOC724259,LOC724259,Gene Expression,A_mel_mkref_out,False,26325
LOC413173,LOC413173,Gene Expression,A_mel_mkref_out,False,9607
LOC100576482,LOC100576482,Gene Expression,A_mel_mkref_out,False,23027
LOC411167,LOC411167,Gene Expression,A_mel_mkref_out,False,25377
LOC409787,LOC409787,Gene Expression,A_mel_mkref_out,False,16064
LOC102653821,LOC102653821,Gene Expression,A_mel_mkref_out,False,49
LOC724565,LOC724565,Gene Expression,A_mel_mkref_out,False,189
LOC413898,LOC413898,Gene Expression,A_mel_mkref_out,False,18135
LOC551150,LOC551150,Gene Expression,A_mel_mkref_out,False,25769
LOC413730,LOC413730,Gene Expression,A_mel_mkref_out,False,1131
LOC102654056,LOC102654056,Gene Expression,A_mel_mkref_out,False,16858
LOC102654587,LOC102654587,Gene Expression,A_mel_mkref_out,False,913
LOC113218876,LOC113218876,Gene Expression,A_mel_mkref_out,False,132
LOC409358,LOC409358,Gene Expression,A_mel_mkref_out,False,18123
LOC725761,LOC725761,Gene Expression,A_mel_mkref_out,False,10678
LOC107964013,LOC107964013,Gene Expression,A_mel_mkref_out,False,8182
LOC552455,LOC552455,Gene Expression,A_mel_mkref_out,False,35840
LOC102655997,LOC102655997,Gene Expression,A_mel_mkref_out,False,1807
LOC409452,LOC409452,Gene Expression,A_mel_mkref_out,False,40173
LOC100578593,LOC100578593,Gene Expression,A_mel_mkref_out,False,3148
LOC724977,LOC724977,Gene Expression,A_mel_mkref_out,False,12972
LOC102656738,LOC102656738,Gene Expression,A_mel_mkref_out,False,1445
LOC411157,LOC411157,Gene Expression,A_mel_mkref_out,False,61125
LOC102655355,LOC102655355,Gene Expression,A_mel_mkref_out,False,425
LOC113218839,LOC113218839,Gene Expression,A_mel_mkref_out,False,779
LOC102654321,LOC102654321,Gene Expression,A_mel_mkref_out,False,2248
LOC113218845,LOC113218845,Gene Expression,A_mel_mkref_out,False,112
LOC107964652,LOC107964652,Gene Expression,A_mel_mkref_out,False,127
LOC100578680,LOC100578680,Gene Expression,A_mel_mkref_out,False,23131
LOC413473,LOC413473,Gene Expression,A_mel_mkref_out,False,54437
LOC411171,LOC411171,Gene Expression,A_mel_mkref_out,False,34354
LOC413071,LOC413071,Gene Expression,A_mel_mkref_out,False,60082
LOC102655092,LOC102655092,Gene Expression,A_mel_mkref_out,False,772
LOC725719,LOC725719,Gene Expression,A_mel_mkref_out,False,13564
LOC412986,LOC412986,Gene Expression,A_mel_mkref_out,False,2336
LOC102655284,LOC102655284,Gene Expression,A_mel_mkref_out,False,8111
LOC551398,LOC551398,Gene Expression,A_mel_mkref_out,False,12312
LOC724666,LOC724666,Gene Expression,A_mel_mkref_out,False,13580
LOC412131,LOC412131,Gene Expression,A_mel_mkref_out,False,7097
LOC413076,LOC413076,Gene Expression,A_mel_mkref_out,False,68143
LOC552342,LOC552342,Gene Expression,A_mel_mkref_out,False,16172
LOC408875,LOC408875,Gene Expression,A_mel_mkref_out,False,33458
LOC412756,LOC412756,Gene Expression,A_mel_mkref_out,False,34574
LOC100578266,LOC100578266,Gene Expression,A_mel_mkref_out,False,19074
LOC550870,LOC550870,Gene Expression,A_mel_mkref_out,False,77098
LOC724172,LOC724172,Gene Expression,A_mel_mkref_out,False,91879
LOC113218865,LOC113218865,Gene Expression,A_mel_mkref_out,False,509
LOC100578461,LOC100578461,Gene Expression,A_mel_mkref_out,False,22923
LOC409450,LOC409450,Gene Expression,A_mel_mkref_out,False,30086
LOC102654206,LOC102654206,Gene Expression,A_mel_mkref_out,False,592
LOC102655655,LOC102655655,Gene Expression,A_mel_mkref_out,False,1145
LOC411637,LOC411637,Gene Expression,A_mel_mkref_out,False,31710
LOC102655018,LOC102655018,Gene Expression,A_mel_mkref_out,False,17432
LOC102656504,LOC102656504,Gene Expression,A_mel_mkref_out,False,12498
Gycbeta1,GeneID_408880,Gene Expression,A_mel_mkref_out,False,37096
LOC552272,LOC552272,Gene Expression,A_mel_mkref_out,False,39217
LOC102656909,LOC102656909,Gene Expression,A_mel_mkref_out,False,398
LOC100576253,LOC100576253,Gene Expression,A_mel_mkref_out,False,54
LOC102654144,LOC102654144,Gene Expression,A_mel_mkref_out,False,3894
LOC102656082,LOC102656082,Gene Expression,A_mel_mkref_out,False,162
LOC100577360,LOC100577360,Gene Expression,A_mel_mkref_out,False,66
LOC107964630,LOC107964630,Gene Expression,A_mel_mkref_out,False,184
LOC102654621,LOC102654621,Gene Expression,A_mel_mkref_out,False,183
LOC107964569,LOC107964569,Gene Expression,A_mel_mkref_out,False,6715
LOC107964603,LOC107964603,Gene Expression,A_mel_mkref_out,False,26636
LOC102656388,LOC102656388,Gene Expression,A_mel_mkref_out,False,3122
LOC724323,LOC724323,Gene Expression,A_mel_mkref_out,False,3865
LOC412481,LOC412481,Gene Expression,A_mel_mkref_out,False,11583
LOC551973,LOC551973,Gene Expression,A_mel_mkref_out,False,64166
LOC113218562,LOC113218562,Gene Expression,A_mel_mkref_out,False,5512
LOC413074,LOC413074,Gene Expression,A_mel_mkref_out,False,41346
Pban,GeneID_100126690,Gene Expression,A_mel_mkref_out,False,199
LOC409291,LOC409291,Gene Expression,A_mel_mkref_out,False,37803
LOC113218824,LOC113218824,Gene Expression,A_mel_mkref_out,False,395
LOC409986,LOC409986,Gene Expression,A_mel_mkref_out,False,18760
LOC409305,LOC409305,Gene Expression,A_mel_mkref_out,False,41679
LOC100576307,LOC100576307,Gene Expression,A_mel_mkref_out,False,2113
LOC550930,LOC550930,Gene Expression,A_mel_mkref_out,False,76688
LOC552112,LOC552112,Gene Expression,A_mel_mkref_out,False,17083
LOC100579053,LOC100579053,Gene Expression,A_mel_mkref_out,False,36331
LOC551659,LOC551659,Gene Expression,A_mel_mkref_out,False,8178
LOC107964661,LOC107964661,Gene Expression,A_mel_mkref_out,False,152
LOC113218835,LOC113218835,Gene Expression,A_mel_mkref_out,False,61
LOC102655043,LOC102655043,Gene Expression,A_mel_mkref_out,False,8165
LOC102653613,LOC102653613,Gene Expression,A_mel_mkref_out,False,15876
LOC100577636,LOC100577636,Gene Expression,A_mel_mkref_out,False,33881
LOC113218829,LOC113218829,Gene Expression,A_mel_mkref_out,False,7940
LOC408888,LOC408888,Gene Expression,A_mel_mkref_out,False,13531
LOC551046,LOC551046,Gene Expression,A_mel_mkref_out,False,281
LOC102655786,LOC102655786,Gene Expression,A_mel_mkref_out,False,5752
LOC102656846,LOC102656846,Gene Expression,A_mel_mkref_out,False,6469
LOC725801,LOC725801,Gene Expression,A_mel_mkref_out,False,16824
LOC409263,LOC409263,Gene Expression,A_mel_mkref_out,False,23702
LOC102654006,LOC102654006,Gene Expression,A_mel_mkref_out,False,28
LOC100576637,LOC100576637,Gene Expression,A_mel_mkref_out,False,1561
LOC724655,LOC724655,Gene Expression,A_mel_mkref_out,False,71562
LOC411182,LOC411182,Gene Expression,A_mel_mkref_out,False,27335
LOC410005,LOC410005,Gene Expression,A_mel_mkref_out,False,16424
LOC102654173,LOC102654173,Gene Expression,A_mel_mkref_out,False,130
LOC551086,LOC551086,Gene Expression,A_mel_mkref_out,False,38773
LOC100577517,LOC100577517,Gene Expression,A_mel_mkref_out,False,91582
5-ht7,GeneID_726702,Gene Expression,A_mel_mkref_out,False,43516
LOC724309,LOC724309,Gene Expression,A_mel_mkref_out,False,3318
LOC409441,LOC409441,Gene Expression,A_mel_mkref_out,False,27155
LOC102655506,LOC102655506,Gene Expression,A_mel_mkref_out,False,2272
LOC726222,LOC726222,Gene Expression,A_mel_mkref_out,False,28734
LOC408867,LOC408867,Gene Expression,A_mel_mkref_out,False,45621
LOC724517,LOC724517,Gene Expression,A_mel_mkref_out,False,64333
LOC551924,LOC551924,Gene Expression,A_mel_mkref_out,False,6918
LOC410159,LOC410159,Gene Expression,A_mel_mkref_out,False,52886
LOC100578409,LOC100578409,Gene Expression,A_mel_mkref_out,False,989
LOC100578041,LOC100578041,Gene Expression,A_mel_mkref_out,False,600
LOC113218871,LOC113218871,Gene Expression,A_mel_mkref_out,False,2010
LOC552363,LOC552363,Gene Expression,A_mel_mkref_out,False,15722
LOC551700,LOC551700,Gene Expression,A_mel_mkref_out,False,20393
LOC100578602,LOC100578602,Gene Expression,A_mel_mkref_out,False,29059
LOC724311,LOC724311,Gene Expression,A_mel_mkref_out,False,54866
LOC102654551,LOC102654551,Gene Expression,A_mel_mkref_out,False,975
LOC113218834,LOC113218834,Gene Expression,A_mel_mkref_out,False,448
LOC411175,LOC411175,Gene Expression,A_mel_mkref_out,False,39134
LOC107964584,LOC107964584,Gene Expression,A_mel_mkref_out,False,820
LOC409946,LOC409946,Gene Expression,A_mel_mkref_out,False,25979
LOC551660,LOC551660,Gene Expression,A_mel_mkref_out,False,24501
LOC551817,LOC551817,Gene Expression,A_mel_mkref_out,False,18268
LOC411177,LOC411177,Gene Expression,A_mel_mkref_out,False,45281
LOC725479,LOC725479,Gene Expression,A_mel_mkref_out,False,3822
LOC107964597,LOC107964597,Gene Expression,A_mel_mkref_out,False,243
LOC102655200,LOC102655200,Gene Expression,A_mel_mkref_out,False,18807
LOC113218856,LOC113218856,Gene Expression,A_mel_mkref_out,False,2565
LOC412021,LOC412021,Gene Expression,A_mel_mkref_out,False,534
LOC724391,LOC724391,Gene Expression,A_mel_mkref_out,False,2112
LOC409296,LOC409296,Gene Expression,A_mel_mkref_out,False,24371
LOC107964672,LOC107964672,Gene Expression,A_mel_mkref_out,False,2386
LOC107964601,LOC107964601,Gene Expression,A_mel_mkref_out,False,411
LOC102654110,LOC102654110,Gene Expression,A_mel_mkref_out,False,250
LOC726441,LOC726441,Gene Expression,A_mel_mkref_out,False,152
LOC550969,LOC550969,Gene Expression,A_mel_mkref_out,False,21815
LOC724435,LOC724435,Gene Expression,A_mel_mkref_out,False,11085
LOC107964633,LOC107964633,Gene Expression,A_mel_mkref_out,False,5781
LOC102656936,LOC102656936,Gene Expression,A_mel_mkref_out,False,2742
LOC102656842,LOC102656842,Gene Expression,A_mel_mkref_out,False,2126
LOC100579061,LOC100579061,Gene Expression,A_mel_mkref_out,False,29846
LOC102656876,LOC102656876,Gene Expression,A_mel_mkref_out,False,42
LOC725997,LOC725997,Gene Expression,A_mel_mkref_out,False,106
CPR28,GeneID_412202,Gene Expression,A_mel_mkref_out,False,2073
LOC100577020,LOC100577020,Gene Expression,A_mel_mkref_out,False,25656
LOC409055,LOC409055,Gene Expression,A_mel_mkref_out,False,29261
LOC724220,LOC724220,Gene Expression,A_mel_mkref_out,False,49444
LOC726423,LOC726423,Gene Expression,A_mel_mkref_out,False,914
LOC411969,LOC411969,Gene Expression,A_mel_mkref_out,False,38490
LOC102654605,LOC102654605,Gene Expression,A_mel_mkref_out,False,2790
LOC107964671,LOC107964671,Gene Expression,A_mel_mkref_out,False,114
LOC100577846,LOC100577846,Gene Expression,A_mel_mkref_out,False,58185
LOC102653733,LOC102653733,Gene Expression,A_mel_mkref_out,False,24
LOC100577422,LOC100577422,Gene Expression,A_mel_mkref_out,False,6201
LOC412545,LOC412545,Gene Expression,A_mel_mkref_out,False,24693
LOC724832,LOC724832,Gene Expression,A_mel_mkref_out,False,2628
LOC102655251,LOC102655251,Gene Expression,A_mel_mkref_out,False,5226
LOC100577398,LOC100577398,Gene Expression,A_mel_mkref_out,False,69
LOC552285,LOC552285,Gene Expression,A_mel_mkref_out,False,539
LOC550700,LOC550700,Gene Expression,A_mel_mkref_out,False,20478
LOC725417,LOC725417,Gene Expression,A_mel_mkref_out,False,12934
LOC100576151,LOC100576151,Gene Expression,A_mel_mkref_out,False,12619
LOC100578352,LOC100578352,Gene Expression,A_mel_mkref_out,False,77
LOC411865,LOC411865,Gene Expression,A_mel_mkref_out,False,11956
LOC725216,LOC725216,Gene Expression,A_mel_mkref_out,False,14962
LOC102654626,LOC102654626,Gene Expression,A_mel_mkref_out,False,35084
LOC113218882,LOC113218882,Gene Expression,A_mel_mkref_out,False,1535
LOC107964608,LOC107964608,Gene Expression,A_mel_mkref_out,False,14457
LOC100577923,LOC100577923,Gene Expression,A_mel_mkref_out,False,18685
LOC107964682,LOC107964682,Gene Expression,A_mel_mkref_out,False,24
LOC412666,LOC412666,Gene Expression,A_mel_mkref_out,False,8993
LOC725879,LOC725879,Gene Expression,A_mel_mkref_out,False,10205
LOC107964635,LOC107964635,Gene Expression,A_mel_mkref_out,False,77
LOC113218827,LOC113218827,Gene Expression,A_mel_mkref_out,False,1495
LOC724930,LOC724930,Gene Expression,A_mel_mkref_out,False,23075
LOC726655,LOC726655,Gene Expression,A_mel_mkref_out,False,68749
LOC100576517,LOC100576517,Gene Expression,A_mel_mkref_out,False,544
LOC724676,LOC724676,Gene Expression,A_mel_mkref_out,False,11699
LOC724480,LOC724480,Gene Expression,A_mel_mkref_out,False,7614
LOC107965838,LOC107965838,Gene Expression,A_mel_mkref_out,False,4817
LOC551617,LOC551617,Gene Expression,A_mel_mkref_out,False,6530
LOC100576336,LOC100576336,Gene Expression,A_mel_mkref_out,False,17741
LOC113218874,LOC113218874,Gene Expression,A_mel_mkref_out,False,791
LOC726236,LOC726236,Gene Expression,A_mel_mkref_out,False,225
LOC411147,LOC411147,Gene Expression,A_mel_mkref_out,False,52426
LOC113218847,LOC113218847,Gene Expression,A_mel_mkref_out,False,62
LOC412887,LOC412887,Gene Expression,A_mel_mkref_out,False,5353
LOC102654141,LOC102654141,Gene Expression,A_mel_mkref_out,False,3925
LOC102656698,LOC102656698,Gene Expression,A_mel_mkref_out,False,3267
LOC113218836,LOC113218836,Gene Expression,A_mel_mkref_out,False,20
LOC412169,LOC412169,Gene Expression,A_mel_mkref_out,False,33906
LOC100578777,LOC100578777,Gene Expression,A_mel_mkref_out,False,3671
LOC100577958,LOC100577958,Gene Expression,A_mel_mkref_out,False,43933
LOC113218828,LOC113218828,Gene Expression,A_mel_mkref_out,False,131
LOC412919,LOC412919,Gene Expression,A_mel_mkref_out,False,20078
LOC725629,LOC725629,Gene Expression,A_mel_mkref_out,False,38
LOC102656300,LOC102656300,Gene Expression,A_mel_mkref_out,False,284
LOC100578311,LOC100578311,Gene Expression,A_mel_mkref_out,False,12901
LOC100577259,LOC100577259,Gene Expression,A_mel_mkref_out,False,2279
LOC413796,LOC413796,Gene Expression,A_mel_mkref_out,False,23691
LOC724610,LOC724610,Gene Expression,A_mel_mkref_out,False,16855
LOC409809,LOC409809,Gene Expression,A_mel_mkref_out,False,16313
LOC551431,LOC551431,Gene Expression,A_mel_mkref_out,False,19951
LOC724350,LOC724350,Gene Expression,A_mel_mkref_out,False,13686
LOC724260,LOC724260,Gene Expression,A_mel_mkref_out,False,103
LOC102653634,LOC102653634,Gene Expression,A_mel_mkref_out,False,37
LOC102653910,LOC102653910,Gene Expression,A_mel_mkref_out,False,30
LOC113218872,LOC113218872,Gene Expression,A_mel_mkref_out,False,129
LOC107964583,LOC107964583,Gene Expression,A_mel_mkref_out,False,67803
LOC113218563,LOC113218563,Gene Expression,A_mel_mkref_out,False,1410
LOC724784,LOC724784,Gene Expression,A_mel_mkref_out,False,20054
LOC552266,LOC552266,Gene Expression,A_mel_mkref_out,False,29355
LOC113218564,LOC113218564,Gene Expression,A_mel_mkref_out,False,6368
LOC406142,LOC406142,Gene Expression,A_mel_mkref_out,False,944
LOC102655365,LOC102655365,Gene Expression,A_mel_mkref_out,False,1218
LOC102656608,LOC102656608,Gene Expression,A_mel_mkref_out,False,2873
LOC113218883,LOC113218883,Gene Expression,A_mel_mkref_out,False,1210
LOC408896,LOC408896,Gene Expression,A_mel_mkref_out,False,81583
LOC107964575,LOC107964575,Gene Expression,A_mel_mkref_out,False,232
LOC102653977,LOC102653977,Gene Expression,A_mel_mkref_out,False,1910
Eif4g,GeneID_725259,Gene Expression,A_mel_mkref_out,False,79656
LOC411150,LOC411150,Gene Expression,A_mel_mkref_out,False,23293
LOC100578804,LOC100578804,Gene Expression,A_mel_mkref_out,False,1400
LOC724928,LOC724928,Gene Expression,A_mel_mkref_out,False,26175
LOC551658,LOC551658,Gene Expression,A_mel_mkref_out,False,46499
LOC411670,LOC411670,Gene Expression,A_mel_mkref_out,False,53423
LOC551087,LOC551087,Gene Expression,A_mel_mkref_out,False,16027
LOC102655889,LOC102655889,Gene Expression,A_mel_mkref_out,False,11673
LOC102654995,LOC102654995,Gene Expression,A_mel_mkref_out,False,157
LOC413783,LOC413783,Gene Expression,A_mel_mkref_out,False,39479
LOC726672,LOC726672,Gene Expression,A_mel_mkref_out,False,1329
LOC725800,LOC725800,Gene Expression,A_mel_mkref_out,False,10359
LOC113218881,LOC113218881,Gene Expression,A_mel_mkref_out,False,329
GlnS,GeneID_410066,Gene Expression,A_mel_mkref_out,False,36955
LOC409626,LOC409626,Gene Expression,A_mel_mkref_out,False,1765
LOC412396,LOC412396,Gene Expression,A_mel_mkref_out,False,39424
LOC725593,LOC725593,Gene Expression,A_mel_mkref_out,False,8470
LOC724490,LOC724490,Gene Expression,A_mel_mkref_out,False,22189
LOC100576836,LOC100576836,Gene Expression,A_mel_mkref_out,False,2230
LOC409977,LOC409977,Gene Expression,A_mel_mkref_out,False,13502
LOC113218885,LOC113218885,Gene Expression,A_mel_mkref_out,False,3119
LOC107964525,LOC107964525,Gene Expression,A_mel_mkref_out,False,6151
LOC550824,LOC550824,Gene Expression,A_mel_mkref_out,False,34319
LOC409708,LOC409708,Gene Expression,A_mel_mkref_out,False,4630
LOC100578830,LOC100578830,Gene Expression,A_mel_mkref_out,False,270
LOC107964653,LOC107964653,Gene Expression,A_mel_mkref_out,False,710
LOC413746,LOC413746,Gene Expression,A_mel_mkref_out,False,4835
LOC100576400,LOC100576400,Gene Expression,A_mel_mkref_out,False,10750
LOC412573,LOC412573,Gene Expression,A_mel_mkref_out,False,26574
LOC725813,LOC725813,Gene Expression,A_mel_mkref_out,False,938
LOC102656019,LOC102656019,Gene Expression,A_mel_mkref_out,False,1292
LOC413472,LOC413472,Gene Expression,A_mel_mkref_out,False,2511
LOC107964589,LOC107964589,Gene Expression,A_mel_mkref_out,False,10571
LOC411886,LOC411886,Gene Expression,A_mel_mkref_out,False,13583
LOC727202,LOC727202,Gene Expression,A_mel_mkref_out,False,1508
LOC551460,LOC551460,Gene Expression,A_mel_mkref_out,False,31387
LOC113218867,LOC113218867,Gene Expression,A_mel_mkref_out,False,273
LOC100578546,LOC100578546,Gene Expression,A_mel_mkref_out,False,21401
LOC551749,LOC551749,Gene Expression,A_mel_mkref_out,False,11951
LOC413781,LOC413781,Gene Expression,A_mel_mkref_out,False,16085
LOC107965965,LOC107965965,Gene Expression,A_mel_mkref_out,False,4032
LOC726081,LOC726081,Gene Expression,A_mel_mkref_out,False,28659
LOC113218862,LOC113218862,Gene Expression,A_mel_mkref_out,False,77386
LOC411355,LOC411355,Gene Expression,A_mel_mkref_out,False,20958
LOC409617,LOC409617,Gene Expression,A_mel_mkref_out,False,20333
LOC724399,LOC724399,Gene Expression,A_mel_mkref_out,False,17215
LOC409451,LOC409451,Gene Expression,A_mel_mkref_out,False,21937
LOC725512,LOC725512,Gene Expression,A_mel_mkref_out,False,12917
LOC102655049,LOC102655049,Gene Expression,A_mel_mkref_out,False,3685
LOC100576621,LOC100576621,Gene Expression,A_mel_mkref_out,False,10439
LOC724859,LOC724859,Gene Expression,A_mel_mkref_out,False,41707
LOC727306,LOC727306,Gene Expression,A_mel_mkref_out,False,12396
